Customer_ID,Donation_ID,DonationDate,DonationEndDate,DonationAmount,Product,Channel_Pay
698904,1258101.1,27/3/2025,,144,Membership,Cash Payment
3609904,1258102.1,27/3/2025,,240,Membership,Mobile Payment
4369904,1258094.1,27/3/2025,,240,Membership,Online Banking
138904,1258103.1,27/3/2025,,240,Membership,Credit Card
9108904,1258121.1,27/3/2025,,240,Membership,Credit Card
1334804,12754616.3,26/3/2025,26/3/2025,10,Membership,Debit Card
9568704,12754670.3,26/3/2025,,5,Membership_TopUp,Bank Transfer
9568704,12754627.3,26/3/2025,26/3/2025,10,Membership,Mobile Payment
5927904,1258058.1,25/3/2025,18/4/2025,48,Membership,Cash Payment
4037904,1258051.1,25/3/2025,,240,Membership,PayPal
332804,12754249.3,24/3/2025,24/3/2025,10,Membership,Bank Transfer
3315804,12754474.3,24/3/2025,,20,Membership_TopUp,Bank Transfer
3315804,12754270.3,24/3/2025,24/3/2025,10,Membership,Debit Card
3437304,1258030.1,24/3/2025,,240,Membership,Credit Card
4985504,12754200.3,24/3/2025,24/3/2025,10,Membership,Online Banking
4985504,12754501.3,24/3/2025,,50,Membership_TopUp,Credit Card
7627904,1258047.1,24/3/2025,,240,Membership,Cryptocurrency
7627904,1258020.1,24/3/2025,,240,Membership,Online Banking
8527904,1258036.1,24/3/2025,,240,Membership,Online Banking
8227904,1258025.1,24/3/2025,,96,Membership,Cash Payment
5227904,1258012.1,24/3/2025,20/4/2025,48,Membership,PayPal
3427904,1258004.1,24/3/2025,,240,Membership,Bank Transfer
2472804,12753935.3,23/3/2025,23/3/2025,10,Membership,Bank Transfer
2472804,12754044.3,23/3/2025,,20,Membership_TopUp,Online Banking
4027904,1257920.1,23/3/2025,,96,Membership,Cryptocurrency
4027904,1257917.1,23/3/2025,,24,General_Donation,PayPal
4504504,12753865.3,23/3/2025,,500,General_Donation,PayPal
4717904,1257997.1,23/3/2025,,192,Membership,Mobile Payment
4717904,1257933.1,23/3/2025,,192,Membership,PayPal
5612804,12754067.3,23/3/2025,,5,Membership_TopUp,Mobile Payment
5612804,12753875.3,23/3/2025,23/3/2025,10,Membership,PayPal
7002804,12754114.3,23/3/2025,,35,Membership_TopUp,Credit Card
7002804,12754019.3,23/3/2025,23/3/2025,10,Membership,Credit Card
4617904,1257951.1,23/3/2025,,240,Membership,Mobile Payment
9517904,1257985.1,23/3/2025,,288,Membership,PayPal
2127904,1257898.1,22/3/2025,,288,Membership,Bank Transfer
5191704,12753581.3,22/3/2025,22/3/2025,10,Membership,Debit Card
9017904,1257858.1,22/3/2025,,288,Membership,Bank Transfer
9134404,1257895.1,22/3/2025,,240,Membership,Cash Payment
6907904,1257830.1,22/3/2025,,240,Membership,Credit Card
1807904,1257866.1,22/3/2025,,144,Membership,Credit Card
7017904,1257871.1,22/3/2025,,288,Membership,Bank Transfer
691704,12752500.3,21/3/2025,21/3/2025,10,Membership,Bank Transfer
862904,1257810.1,21/3/2025,,240,Membership,Credit Card
1983504,1257816.1,21/3/2025,,10,General_Donation,Mobile Payment
2261804,1257763.1,21/3/2025,,144,Membership,PayPal
3754504,12752464.3,21/3/2025,21/3/2025,10,Membership,Cryptocurrency
4562904,1257805.1,21/3/2025,,342,Membership,PayPal
5313804,12752922.3,21/3/2025,21/3/2025,10,Membership,PayPal
5381604,12752868.3,21/3/2025,21/3/2025,10,Membership,Cash Payment
5596904,1257814.1,21/3/2025,31/3/2025,48,Membership,Credit Card
5596904,1257784.1,21/3/2025,22/3/2025,48,Membership,Credit Card
7150804,12752027.3,21/3/2025,,20,Membership_TopUp,Mobile Payment
7150804,12752695.3,21/3/2025,21/3/2025,10,Membership,PayPal
8518704,12752975.3,21/3/2025,21/3/2025,10,Membership,Debit Card
9186904,1257760.1,21/3/2025,,100,General_Donation,Mobile Payment
8696904,1257798.1,21/3/2025,,144,Membership,Cryptocurrency
3496904,1257766.1,21/3/2025,,192,Membership,Cryptocurrency
7996904,1257807.1,21/3/2025,,240,Membership,Credit Card
5642894,12751778.3,20/3/2025,,10,Membership_TopUp,Bank Transfer
5642894,12751999.3,20/3/2025,20/3/2025,10,Membership,Credit Card
5757304,12751799.3,20/3/2025,20/3/2025,10,Membership,Cash Payment
5757304,12751936.3,20/3/2025,,50,Membership_TopUp,Cash Payment
9186904,1257721.1,20/3/2025,21/3/2025,48,Membership,Online Banking
7676904,1257730.1,20/3/2025,23/5/2025,96,Membership,Cash Payment
6986904,1257695.1,20/3/2025,,240,Membership,Online Banking
656904,1257641.1,18/3/2025,,240,Membership,Mobile Payment
656904,1257653.1,18/3/2025,,240,Membership,Debit Card
2656904,1257666.1,18/3/2025,27/3/2025,48,Membership,Cash Payment
4656904,1257654.1,18/3/2025,,288,Membership,Debit Card
4656904,1257662.1,18/3/2025,,72,General_Donation,Debit Card
3756904,1257658.1,18/3/2025,,288,Membership,Credit Card
1156904,1257590.1,17/3/2025,7/6/2025,48,Membership,Cash Payment
1510304,12751069.3,17/3/2025,17/3/2025,10,Membership,Online Banking
3090804,1257601.1,17/3/2025,,60,General_Donation,Cryptocurrency
8090804,12751353.3,17/3/2025,17/3/2025,10,Membership,Debit Card
1056904,1257611.1,17/3/2025,25/7/2025,240,Membership,PayPal
7056904,1257594.1,17/3/2025,,144,Membership,Debit Card
2156904,1257636.1,17/3/2025,4/5/2025,48,Membership,Online Banking
946904,1257627.1,17/3/2025,,288,Membership,Mobile Payment
6844804,12750589.3,16/3/2025,16/3/2025,10,Membership,Bank Transfer
7994404,12749985.3,16/3/2025,16/3/2025,10,Membership,Credit Card
7546904,1257557.1,16/3/2025,,288,Membership,Online Banking
240804,12749070.3,15/3/2025,,20,Membership_TopUp,Debit Card
240804,12749688.3,15/3/2025,15/3/2025,10,Membership,PayPal
411704,12748943.3,15/3/2025,,490,Membership_TopUp,Cryptocurrency
411704,12749620.3,15/3/2025,15/3/2025,10,Membership,PayPal
2397704,12749094.3,15/3/2025,15/3/2025,10,Membership,Cash Payment
2662604,12748588.3,15/3/2025,,50,Membership_TopUp,Cash Payment
2662604,12748433.3,15/3/2025,15/3/2025,10,Membership,Cash Payment
2881704,12747950.3,15/3/2025,,20,Membership_TopUp,Online Banking
2881704,12748196.3,15/3/2025,15/3/2025,10,Membership,Debit Card
3922804,12749040.3,15/3/2025,15/3/2025,10,Membership,Credit Card
3986404,12747941.3,15/3/2025,15/3/2025,10,Membership,Cash Payment
4567704,1257432.1,15/3/2025,,20,General_Donation,PayPal
5694804,12748379.3,15/3/2025,15/3/2025,10,Membership,Bank Transfer
6421304,12749286.3,15/3/2025,,150,General_Donation,Credit Card
6421304,12749823.3,15/3/2025,,205,General_Donation,Cryptocurrency
9409704,12749381.3,15/3/2025,15/3/2025,10,Membership,Bank Transfer
1236904,1257461.1,15/3/2025,,288,Membership,Debit Card
2236904,1257425.1,15/3/2025,18/7/2025,240,Membership,Debit Card
6436904,1257498.1,15/3/2025,17/3/2025,48,Membership,Debit Card
2322704,1257411.1,14/3/2025,,50,General_Donation,Bank Transfer
2872504,12747363.3,14/3/2025,14/3/2025,10,Membership,Debit Card
2872504,12747290.3,14/3/2025,,45,Membership_TopUp,Bank Transfer
3020804,12747087.3,14/3/2025,,20,Membership_TopUp,Bank Transfer
3020804,12747483.3,14/3/2025,14/3/2025,10,Membership,Bank Transfer
4501804,12747266.3,14/3/2025,,20,Membership_TopUp,Cash Payment
4501804,12747580.3,14/3/2025,14/3/2025,10,Membership,Credit Card
4036904,1257409.1,14/3/2025,,288,Membership,Debit Card
9536904,1257486.1,14/3/2025,,288,Membership,Bank Transfer
843094,12746855.3,13/3/2025,13/3/2025,10,Membership,PayPal
5948704,12746695.3,13/3/2025,13/3/2025,10,Membership,Online Banking
6084504,12746872.3,13/3/2025,,45,Membership_TopUp,Bank Transfer
6084504,12747029.3,13/3/2025,13/3/2025,10,Membership,Online Banking
7062994,12746728.3,13/3/2025,13/3/2025,10,Membership,Debit Card
9721704,12746654.3,13/3/2025,13/3/2025,10,Membership,Debit Card
7975904,1257381.1,13/3/2025,,288,Membership,Online Banking
7884904,1257383.1,13/3/2025,,288,Membership,PayPal
174904,1257286.1,10/3/2025,,288,Membership,Credit Card
174904,1257294.1,10/3/2025,,288,Membership,Online Banking
564904,1257314.1,10/3/2025,,288,Membership,Online Banking
3143094,12745742.3,10/3/2025,10/3/2025,10,Membership,Cash Payment
3364804,12745758.3,10/3/2025,10/3/2025,10,Membership,Bank Transfer
4374904,1257310.1,10/3/2025,,288,Membership,Cash Payment
4374904,1257305.1,10/3/2025,,288,Membership,Mobile Payment
5512804,12745839.3,10/3/2025,10/3/2025,10,Membership,Debit Card
7542804,12745906.3,10/3/2025,10/3/2025,10,Membership,Mobile Payment
2174904,1257318.1,10/3/2025,,288,Membership,Mobile Payment
564904,1257258.1,9/3/2025,,288,Membership,Online Banking
1245404,12743772.3,9/3/2025,9/3/2025,10,Membership,PayPal
1350304,12745124.3,9/3/2025,,45,Membership_TopUp,Online Banking
1350304,12744433.3,9/3/2025,9/3/2025,10,Membership,Cash Payment
2273704,1257329.1,9/3/2025,,300,General_Donation,Online Banking
2509194,12744470.3,9/3/2025,,20,Membership_TopUp,Debit Card
3194804,12744237.3,9/3/2025,9/3/2025,10,Membership,Bank Transfer
3864904,1257273.1,9/3/2025,,288,Membership,Bank Transfer
3864904,1257234.1,9/3/2025,,72,General_Donation,Debit Card
6259194,12744584.3,9/3/2025,9/3/2025,10,Membership,PayPal
7784504,12745060.3,9/3/2025,,20,Membership_TopUp,Cryptocurrency
7784504,12744314.3,9/3/2025,9/3/2025,10,Membership,Bank Transfer
8445194,12744320.3,9/3/2025,9/3/2025,10,Membership,Debit Card
7364904,1257277.1,9/3/2025,5/4/2025,48,Membership,Online Banking
8164904,1257208.1,9/3/2025,,90,General_Donation,Bank Transfer
5664904,1257202.1,9/3/2025,,240,Membership,Credit Card
490094,12743351.3,8/3/2025,8/3/2025,10,Membership,Cryptocurrency
490094,12741653.3,8/3/2025,,10,Membership_TopUp,Credit Card
830504,12742033.3,8/3/2025,8/3/2025,10,Membership,Debit Card
2659404,12743010.3,8/3/2025,8/3/2025,10,Membership,Cryptocurrency
3319404,12742134.3,8/3/2025,8/3/2025,10,Membership,Cash Payment
4733404,12741652.3,8/3/2025,,25,Membership_TopUp,Online Banking
4733404,12742897.3,8/3/2025,8/3/2025,10,Membership,Cash Payment
4754904,1257169.1,8/3/2025,,96,Membership,Mobile Payment
4754904,1257159.1,8/3/2025,,96,Membership,Cash Payment
5854904,1257172.1,8/3/2025,,60,General_Donation,Credit Card
6004804,12742626.3,8/3/2025,8/3/2025,10,Membership,Cash Payment
6004804,12743356.3,8/3/2025,,35,Membership_TopUp,Mobile Payment
6754904,1257156.1,8/3/2025,7/8/2025,48,Membership,Cash Payment
6754904,1257181.1,8/3/2025,7/8/2025,48,Membership,Bank Transfer
6854904,1257174.1,8/3/2025,8/3/2025,48,Membership,Credit Card
6854904,1257187.1,8/3/2025,8/3/2025,48,Membership,Mobile Payment
8258304,12742965.3,8/3/2025,,120,Membership_TopUp,Online Banking
8258304,12742545.3,8/3/2025,8/3/2025,10,Membership,Credit Card
8455894,12742436.3,8/3/2025,8/3/2025,10,Membership,Bank Transfer
8455894,12743296.3,8/3/2025,,10,Membership_TopUp,PayPal
8554904,1257150.1,8/3/2025,28/3/2025,48,Membership,Credit Card
8555304,12742734.3,8/3/2025,8/3/2025,10,Membership,Cryptocurrency
9851504,12743245.3,8/3/2025,8/3/2025,10,Membership,Online Banking
5454904,1257160.1,8/3/2025,,288,Membership,Mobile Payment
9454904,1257168.1,8/3/2025,,144,Membership,Cash Payment
944904,1257147.1,7/3/2025,21/7/2025,240,Membership,Credit Card
1054904,1257115.1,7/3/2025,,288,Membership,Mobile Payment
2254904,1257121.1,7/3/2025,,144,Membership,Credit Card
2254904,1257111.1,7/3/2025,,144,Membership,Debit Card
2254904,1257131.1,7/3/2025,,144,Membership,Credit Card
5785704,12741285.3,7/3/2025,,90,Membership_TopUp,Online Banking
5785704,12741407.3,7/3/2025,7/3/2025,10,Membership,Debit Card
5932704,12740887.3,7/3/2025,7/3/2025,10,Membership,Online Banking
6051604,12741070.3,7/3/2025,7/3/2025,10,Membership,Debit Card
6421304,12741009.3,7/3/2025,7/3/2025,10,Membership,Cryptocurrency
6421304,12741091.3,7/3/2025,,20,Membership_TopUp,Cryptocurrency
8054904,1257113.1,7/3/2025,,144,Membership,Cash Payment
5054904,1257106.1,7/3/2025,,288,Membership,Cryptocurrency
2252404,1257032.1,6/3/2025,,75,General_Donation,Bank Transfer
8590604,12740313.3,6/3/2025,,10,Membership_TopUp,Mobile Payment
8590604,12739652.3,6/3/2025,6/3/2025,10,Membership,Online Banking
3414904,1257095.1,6/3/2025,,288,Membership,Cash Payment
1824904,1257094.1,6/3/2025,7/3/2025,48,Membership,Bank Transfer
2658094,12739357.3,5/3/2025,5/3/2025,10,Membership,Bank Transfer
4093904,1257028.1,5/3/2025,3/4/2025,48,Membership,PayPal
3883904,1257015.1,4/3/2025,,288,Membership,Cash Payment
783904,12739273.3,4/3/2025,,30,General_Donation,Credit Card
2083904,1256994.1,3/3/2025,,288,Membership,Online Banking
8952894,1256964.1,3/3/2025,,84,General_Donation,PayPal
528404,1256904.1,2/3/2025,,240,Membership,PayPal
605804,12738120.3,2/3/2025,,25,General_Donation,PayPal
673904,1256875.1,2/3/2025,,48,Membership,Online Banking
673904,1256871.1,2/3/2025,,12,General_Donation,Credit Card
1727704,12738513.3,2/3/2025,9/5/2025,48,Membership,Debit Card
2819404,1256880.1,2/3/2025,,100,General_Donation,Cash Payment
3773904,1256958.1,2/3/2025,,144,Membership,Mobile Payment
3773904,1256916.1,2/3/2025,,36,General_Donation,PayPal
5569404,1256909.1,2/3/2025,,60,General_Donation,PayPal
6040504,1256914.1,2/3/2025,,40,General_Donation,Credit Card
6596704,12738273.3,2/3/2025,2/3/2025,10,Membership,Mobile Payment
8207404,1256947.1,2/3/2025,,60,General_Donation,Online Banking
8673904,1256918.1,2/3/2025,,12,General_Donation,Debit Card
8673904,1256938.1,2/3/2025,,48,Membership,Online Banking
8677404,1256905.1,2/3/2025,,240,Membership,Online Banking
8750804,12738338.3,2/3/2025,2/3/2025,10,Membership,Debit Card
9286404,1256901.1,2/3/2025,,288,Membership,Cryptocurrency
9910504,1256956.1,2/3/2025,,288,Membership,Mobile Payment
8773904,1256895.1,2/3/2025,,288,Membership,Online Banking
9770504,1256831.1,1/3/2025,,30,General_Donation,Online Banking
3763904,1256834.1,1/3/2025,,336,Membership,Bank Transfer
6173904,1256865.1,1/3/2025,7/3/2025,48,Membership,Debit Card
2433804,1256779.1,28/2/2025,,120,General_Donation,Bank Transfer
6424804,1256810.1,28/2/2025,,80,General_Donation,Online Banking
7029504,12737488.3,28/2/2025,,20,Membership_TopUp,PayPal
7029504,12737460.3,28/2/2025,28/2/2025,10,Membership,Mobile Payment
7935994,12737695.3,28/2/2025,,100,Membership_TopUp,Credit Card
7935994,12737648.3,28/2/2025,28/2/2025,10,Membership,Cryptocurrency
5063904,1256773.1,28/2/2025,31/3/2025,48,Membership,Cryptocurrency
9853904,1256775.1,28/2/2025,,288,Membership,Debit Card
4363904,1256799.1,28/2/2025,29/5/2025,144,Membership,Bank Transfer
6704,12737148.3,27/2/2025,27/2/2025,10,Membership,Cryptocurrency
4543504,12737133.3,27/2/2025,27/2/2025,10,Membership,Online Banking
6533504,1256759.1,27/2/2025,,100,General_Donation,Bank Transfer
1443904,1256760.1,27/2/2025,,288,Membership,Mobile Payment
2055194,12736894.3,26/2/2025,26/2/2025,10,Membership,Online Banking
3372904,1256694.1,25/2/2025,,336,Membership,PayPal
372904,1256702.1,25/2/2025,7/7/2025,48,Membership,Mobile Payment
862904,1256681.1,24/2/2025,21/3/2025,48,Membership,Cryptocurrency
4562904,1256671.1,24/2/2025,21/3/2025,48,Membership,Debit Card
9593504,12736424.3,24/2/2025,,100,Membership_TopUp,Debit Card
9593504,12736508.3,24/2/2025,24/2/2025,10,Membership,Cryptocurrency
3174304,12736108.3,23/2/2025,23/2/2025,10,Membership,Online Banking
3505894,12735841.3,23/2/2025,23/2/2025,10,Membership,Cash Payment
4792404,12735883.3,23/2/2025,23/2/2025,10,Membership,Cash Payment
4792404,12735601.3,23/2/2025,,20,Membership_TopUp,Credit Card
4976404,1256631.1,23/2/2025,,288,Membership,Credit Card
5819194,1256601.1,23/2/2025,,60,General_Donation,Online Banking
6162904,1256604.1,23/2/2025,,336,Membership,Online Banking
7283504,1256613.1,23/2/2025,,60,General_Donation,Mobile Payment
8098694,12735901.3,23/2/2025,23/2/2025,10,Membership,Cryptocurrency
8098694,12735943.3,23/2/2025,,20,Membership_TopUp,Cryptocurrency
9443794,12736140.3,23/2/2025,23/2/2025,10,Membership,Credit Card
1852904,1256611.1,23/2/2025,,288,Membership,Bank Transfer
62904,1256626.1,23/2/2025,,228,Membership,Mobile Payment
556504,12734597.3,22/2/2025,22/2/2025,10,Membership,Cash Payment
643194,12734386.3,22/2/2025,22/2/2025,10,Membership,PayPal
900604,12733614.3,22/2/2025,22/2/2025,10,Membership,PayPal
1342404,12734000.3,22/2/2025,22/2/2025,10,Membership,Cash Payment
1733094,12734697.3,22/2/2025,22/2/2025,10,Membership,Online Banking
1733094,12733951.3,22/2/2025,,45,Membership_TopUp,Cash Payment
2993504,12735137.3,22/2/2025,22/2/2025,10,Membership,Mobile Payment
2999794,12734288.3,22/2/2025,22/2/2025,10,Membership,Online Banking
2999794,12733785.3,22/2/2025,,5,Membership_TopUp,Cryptocurrency
3133094,12733911.3,22/2/2025,22/2/2025,10,Membership,Bank Transfer
3456404,12734764.3,22/2/2025,22/2/2025,10,Membership,Online Banking
3971504,12733506.3,22/2/2025,22/2/2025,10,Membership,Debit Card
4451894,12734566.3,22/2/2025,22/2/2025,10,Membership,Credit Card
4530194,12733430.3,22/2/2025,22/2/2025,10,Membership,Bank Transfer
5213404,12734008.3,22/2/2025,22/2/2025,10,Membership,Debit Card
6079404,12734968.3,22/2/2025,22/2/2025,10,Membership,PayPal
6352904,1256555.1,22/2/2025,,336,Membership,Cryptocurrency
6352904,1256573.1,22/2/2025,,336,Membership,Debit Card
6877604,12734803.3,22/2/2025,22/2/2025,10,Membership,Mobile Payment
7065794,12733735.3,22/2/2025,22/2/2025,10,Membership,Online Banking
7065794,12734564.3,22/2/2025,,20,Membership_TopUp,Credit Card
7252994,12733840.3,22/2/2025,,45,Membership_TopUp,Online Banking
7252994,12733814.3,22/2/2025,22/2/2025,10,Membership,Credit Card
7352904,1256561.1,22/2/2025,23/2/2025,48,Membership,Mobile Payment
7352904,1256590.1,22/2/2025,23/2/2025,48,Membership,Debit Card
7837404,12734182.3,22/2/2025,22/2/2025,10,Membership,Cryptocurrency
8560094,12733656.3,22/2/2025,22/2/2025,10,Membership,Credit Card
8895404,12734015.3,22/2/2025,,20,Membership_TopUp,PayPal
8895404,12734642.3,22/2/2025,22/2/2025,10,Membership,Online Banking
9218304,12734574.3,22/2/2025,22/2/2025,10,Membership,Mobile Payment
9409404,12733751.3,22/2/2025,22/2/2025,10,Membership,Debit Card
9623804,1256596.1,22/2/2025,,60,General_Donation,PayPal
9824604,12735021.3,22/2/2025,22/2/2025,10,Membership,Debit Card
9978704,1256588.1,22/2/2025,,70,General_Donation,Cryptocurrency
1652904,1256582.1,22/2/2025,,288,Membership,Debit Card
7252904,1256583.1,22/2/2025,4/7/2025,48,Membership,Bank Transfer
3942804,1256545.1,21/2/2025,,60,General_Donation,Cryptocurrency
6037194,1256504.1,21/2/2025,,240,General_Donation,PayPal
7242904,1256539.1,21/2/2025,,336,Membership,Cash Payment
6342904,1256517.1,21/2/2025,,336,Membership,Cryptocurrency
2622904,1256464.1,20/2/2025,,336,Membership,Debit Card
2922904,1256443.1,20/2/2025,,336,Membership,Credit Card
3276304,12733014.3,20/2/2025,27/2/2025,48,Membership,Bank Transfer
6221304,1256461.1,20/2/2025,,288,Membership,Credit Card
8902904,1256444.1,20/2/2025,,336,Membership,Cash Payment
8902904,1256460.1,20/2/2025,,336,Membership,PayPal
4091904,1256455.1,20/2/2025,,336,Membership,Cash Payment
1981904,1256456.1,20/2/2025,,288,Membership,Cryptocurrency
202904,1256478.1,20/2/2025,1/5/2025,144,Membership,Debit Card
7991904,1256481.1,20/2/2025,,192,Membership,PayPal
1371904,1256428.1,18/2/2025,,40,Membership,Cash Payment
1371904,1256427.1,18/2/2025,,40,Membership,Debit Card
9276094,12732633.3,18/2/2025,,20,General_Donation,Debit Card
1233994,12732343.3,17/2/2025,,120,General_Donation,PayPal
2071904,1256385.1,17/2/2025,,48,Membership,Bank Transfer
2071904,1256328.1,17/2/2025,,12,General_Donation,PayPal
3333504,1256388.1,17/2/2025,,30,General_Donation,Cash Payment
6967194,1256352.1,17/2/2025,,336,Membership,Bank Transfer
7461904,1256366.1,17/2/2025,30/6/2025,48,Membership,Cash Payment
1445994,12732369.3,17/2/2025,,50,General_Donation,PayPal
2927804,1256303.1,16/2/2025,,10,General_Donation,Credit Card
4351904,1256308.1,16/2/2025,6/3/2025,48,Membership,Bank Transfer
5451904,1256292.1,16/2/2025,18/4/2025,144,Membership,Mobile Payment
9351904,1256304.1,16/2/2025,19/4/2025,144,Membership,PayPal
9351904,1256280.1,16/2/2025,19/4/2025,144,Membership,Debit Card
8351904,1256277.1,16/2/2025,28/6/2025,48,Membership,Debit Card
9651904,1256287.1,16/2/2025,,288,Membership,Debit Card
3751904,1256301.1,16/2/2025,,336,Membership,Online Banking
2751904,1256274.1,16/2/2025,17/2/2025,48,Membership,Credit Card
3932404,12731681.3,15/2/2025,,10,Membership_TopUp,Cryptocurrency
3932404,12731592.3,15/2/2025,15/2/2025,10,Membership,Online Banking
5841904,1256236.1,15/2/2025,,336,Membership,Debit Card
7326304,12731695.3,15/2/2025,11/5/2025,96,Membership,Mobile Payment
7326304,12731660.3,15/2/2025,,20,General_Donation,Mobile Payment
8051904,1256248.1,15/2/2025,11/4/2025,96,Membership,Cash Payment
5541904,1256266.1,15/2/2025,28/2/2025,48,Membership,Cash Payment
3241904,1256227.1,15/2/2025,20/2/2025,48,Membership,Cryptocurrency
731904,1256179.1,14/2/2025,24/7/2025,240,Membership,PayPal
7331904,1256185.1,14/2/2025,,336,Membership,Cryptocurrency
8317804,1256186.1,14/2/2025,,192,Membership,Mobile Payment
8231904,1256184.1,14/2/2025,,144,Membership,Cash Payment
2041904,1256194.1,14/2/2025,,336,Membership,PayPal
6331904,1256218.1,14/2/2025,,336,Membership,Credit Card
9041904,1256202.1,14/2/2025,16/2/2025,48,Membership,Mobile Payment
863304,12730154.3,13/2/2025,13/2/2025,10,Membership,Debit Card
2145894,12730099.3,13/2/2025,13/2/2025,10,Membership,Mobile Payment
3489794,12730307.3,13/2/2025,,11,General_Donation,Bank Transfer
4721904,1256100.1,13/2/2025,14/2/2025,48,Membership,Credit Card
4721904,1256134.1,13/2/2025,14/2/2025,48,Membership,Online Banking
5041904,1256187.1,13/2/2025,,336,Membership,Credit Card
80904,1256159.1,13/2/2025,28/2/2025,48,Membership,PayPal
2280904,1256140.1,13/2/2025,,336,Membership,Mobile Payment
1801904,1256147.1,13/2/2025,17/4/2025,144,Membership,Credit Card
4821904,1256138.1,13/2/2025,26/7/2025,96,Membership,Cryptocurrency
764304,12729677.3,12/2/2025,12/2/2025,10,Membership,Credit Card
1570904,1256093.1,12/2/2025,,336,Membership,Online Banking
2749894,12729137.3,12/2/2025,,300,General_Donation,Cash Payment
4270904,1256086.1,12/2/2025,,192,Membership,Online Banking
4270904,1256085.1,12/2/2025,,192,Membership,Debit Card
4477404,12729391.3,12/2/2025,12/2/2025,10,Membership,Cryptocurrency
4795694,12729622.3,12/2/2025,12/2/2025,10,Membership,Cash Payment
4795694,12729749.3,12/2/2025,,110,Membership_TopUp,Credit Card
9560904,1256092.1,12/2/2025,21/3/2025,48,Membership,Mobile Payment
4949894,12727932.3,11/2/2025,,100,General_Donation,PayPal
7450904,1256069.1,11/2/2025,,336,Membership,Mobile Payment
8137304,12728055.3,11/2/2025,11/2/2025,10,Membership,Cash Payment
238404,1256031.1,10/2/2025,31/3/2025,38,Membership,Mobile Payment
1363504,1256018.1,10/2/2025,,40,General_Donation,Cryptocurrency
1482504,1256028.1,10/2/2025,,228,Membership,Cryptocurrency
2020504,1256055.1,10/2/2025,,20,General_Donation,Mobile Payment
2449404,1256011.1,10/2/2025,,70,General_Donation,Cryptocurrency
2552304,1255998.1,10/2/2025,,140,General_Donation,PayPal
2958804,12730408.3,10/2/2025,,11,General_Donation,Credit Card
4159404,1256040.1,10/2/2025,,70,General_Donation,Bank Transfer
4676194,12727138.3,10/2/2025,10/2/2025,10,Membership,Debit Card
4676194,12727419.3,10/2/2025,,45,Membership_TopUp,Credit Card
5402504,1255965.1,10/2/2025,,50,General_Donation,Cryptocurrency
6119404,1255977.1,10/2/2025,,120,General_Donation,Online Banking
6471504,1256027.1,10/2/2025,,120,General_Donation,Credit Card
6671504,1256036.1,10/2/2025,,50,General_Donation,Cash Payment
6971504,1255980.1,10/2/2025,,120,General_Donation,Cash Payment
7009404,1256053.1,10/2/2025,,20,General_Donation,Mobile Payment
7452504,1256052.1,10/2/2025,,60,General_Donation,Credit Card
7902504,1256037.1,10/2/2025,,60,General_Donation,Credit Card
8169404,1256032.1,10/2/2025,,60,General_Donation,Mobile Payment
8263504,1256045.1,10/2/2025,,70,General_Donation,Credit Card
8569404,1255987.1,10/2/2025,,10,General_Donation,Mobile Payment
8930504,1256015.1,10/2/2025,,228,Membership,Bank Transfer
9141504,1256016.1,10/2/2025,,72,General_Donation,PayPal
9383404,1256030.1,10/2/2025,,140,General_Donation,Bank Transfer
9405404,1256047.1,10/2/2025,,50,General_Donation,Online Banking
9702804,12725968.3,10/2/2025,,30,General_Donation,Mobile Payment
9783894,12727064.3,10/2/2025,,100,General_Donation,Mobile Payment
3420904,1255967.1,10/2/2025,10/2/2025,48,Membership,Bank Transfer
3200904,1256056.1,10/2/2025,,336,Membership,Credit Card
529994,12723966.3,9/2/2025,,100,General_Donation,Debit Card
1848404,1255887.1,9/2/2025,,336,Membership,PayPal
4079804,1255881.1,9/2/2025,,288,Membership,Cryptocurrency
4079804,1255957.1,9/2/2025,,288,Membership,Cash Payment
4458804,1255937.1,9/2/2025,,60,General_Donation,Cryptocurrency
4656404,12725038.3,9/2/2025,9/2/2025,10,Membership,Mobile Payment
5945304,12725210.3,9/2/2025,9/2/2025,10,Membership,Online Banking
6309404,1255915.1,9/2/2025,,60,General_Donation,Mobile Payment
6967194,12726247.3,9/2/2025,,20,General_Donation,PayPal
8668504,1255956.1,9/2/2025,,336,Membership,Bank Transfer
8389804,1255954.1,9/2/2025,,336,Membership,Online Banking
370094,12719144.3,8/2/2025,8/2/2025,10,Membership,Debit Card
1129804,1255830.1,8/2/2025,,20,General_Donation,Online Banking
2629804,1255832.1,8/2/2025,,336,Membership,Cryptocurrency
2629804,1255846.1,8/2/2025,,336,Membership,PayPal
4039804,1255848.1,8/2/2025,28/6/2025,48,Membership,Mobile Payment
4039804,1255824.1,8/2/2025,28/6/2025,48,Membership,Credit Card
4039804,1255849.1,8/2/2025,28/6/2025,48,Membership,Bank Transfer
4039804,1255851.1,8/2/2025,28/6/2025,48,Membership,Cash Payment
4039804,1255838.1,8/2/2025,28/6/2025,48,Membership,PayPal
4039804,1255813.1,8/2/2025,28/6/2025,48,Membership,PayPal
5497304,1255819.1,8/2/2025,20/6/2025,48,Membership,Mobile Payment
6862994,12722592.3,8/2/2025,8/2/2025,10,Membership,Online Banking
7129804,12718989.3,8/2/2025,,50,General_Donation,Online Banking
7357404,12724793.3,8/2/2025,9/2/2025,10,Membership,Cryptocurrency
