Customer_ID,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
3572894,Android,MMORPG,10,24.14,Minnow,6.78,14,Carrier Billing,30/5/2025
3573194,Android,Puzzle,13,10.53,Minnow,1.54,21,Google Pay,23/2/2025
3580004,iOS,Role Playing,17,19.79,Whale,3327.1,21,Gift Card,14/5/2025
3580894,Android,Action RPG,7,16.38,Minnow,9.09,6,Carrier Billing,25/7/2025
3584504,Android,Role Playing,11,15.6,Minnow,3.38,12,Carrier Billing,29/6/2025
3586304,Android,Strategy,13,15.14,Minnow,0.47,21,Paypal,10/4/2025
3588704,,Racing,5,8.96,Minnow,15.25,2,Paypal,27/5/2025
3594404,iOS,Adventure,13,17.55,Minnow,0.57,17,Paypal,16/4/2025
3598304,Android,Simulation,16,28.65,Minnow,5.12,22,Paypal,2/5/2025
3603404,Android,Racing,9,34.75,Minnow,14.95,2,Debit Card,2/5/2025
3604104,iOS,Strategy,12,17,Minnow,0.32,2,Gift Card,30/1/2025
3604504,Android,Adventure,10,31.95,Dolphin,204.18,28,Paypal,1/3/2025
3609104,Android,Strategy,11,27.99,Dolphin,67.32,23,Debit Card,28/5/2025
3609904,Android,Simulation,12,14.77,Dolphin,197.44,4,Google Pay,9/5/2025
3612704,Android,Sandbox,10,25.86,Dolphin,183.03,17,Debit Card,17/7/2025
3615794,iOS,MMORPG,8,19.59,Minnow,15.71,17,Debit Card,15/5/2025
3619304,Android,Card,11,10.81,Minnow,6.11,26,Google Pay,9/6/2025
3620804,Android,Sports,10,6.76,Minnow,18.97,6,Google Pay,21/4/2025
3622004,iOS,Role Playing,7,30.85,Minnow,13.28,21,Gift Card,22/6/2025
3622104,iOS,MOBA,13,31.96,Whale,3497.35,24,Gift Card,5/7/2025
3633804,iOS,Simulation,6,23.73,Dolphin,53.69,24,Gift Card,17/4/2025
3636204,iOS,Strategy,13,10.33,Minnow,10.06,12,Gift Card,23/5/2025
3638194,Android,Sandbox,13,26.9,Minnow,3.47,27,Google Pay,23/3/2025
3644004,,MMORPG,11,24.13,Minnow,2.76,20,Debit Card,15/1/2025
3644204,,Racing,9,32.45,Minnow,9.26,10,Gift Card,2/7/2025
3645304,Android,Battle Royale,5,23.2,Minnow,7.49,20,Debit Card,6/1/2025
3646204,iOS,Battle Royale,6,28.17,Minnow,12.07,0,Paypal,3/1/2025
3646404,Android,Simulation,15,28.45,Minnow,17.32,3,Gift Card,6/6/2025
3649404,iOS,Card,10,26.2,Minnow,15.44,16,Credit Card,21/4/2025
3655304,iOS,Racing,6,8.91,Minnow,13.07,22,Debit Card,8/5/2025
3655404,iOS,MMORPG,11,19.9,Minnow,18.48,25,Credit Card,19/2/2025
3657204,Android,Battle Royale,11,34.18,Minnow,13.08,24,Google Pay,30/4/2025
3658094,Android,MOBA,7,9.65,Minnow,7.17,19,Gift Card,11/8/2025
3659804,iOS,Sports,2,30.95,Dolphin,429.18,18,Google Pay,9/2/2025
3663004,Android,Sports,9,12.02,Minnow,15.7,23,Gift Card,12/5/2025
3673704,Android,Racing,11,12.91,Minnow,2.97,4,Gift Card,28/2/2025
3676894,iOS,Role Playing,13,26.87,Minnow,16.86,27,Gift Card,8/4/2025
3677404,Android,Action RPG,8,28.72,Minnow,19.13,0,Gift Card,26/1/2025
3683404,Android,Sports,7,22.02,Minnow,3.03,21,Credit Card,25/6/2025
3685694,iOS,Action RPG,11,11.15,Minnow,15.56,30,Paypal,20/7/2025
3686404,iOS,Strategy,14,16.28,Whale,1933.91,6,Credit Card,25/6/2025
3688704,iOS,Action RPG,10,22.52,Minnow,9.12,4,Paypal,22/7/2025
3691704,Android,Casual,13,17.65,Minnow,19.62,29,Gift Card,21/7/2025
3697704,Android,,11,26.76,Minnow,,,,
3698004,Android,Adventure,12,26.76,Minnow,3.07,11,Paypal,3/4/2025
3698504,iOS,Action RPG,13,21.45,Dolphin,109.49,1,Carrier Billing,17/2/2025
3701804,Android,Role Playing,13,24.2,Minnow,13,19,Debit Card,27/3/2025
3706504,Android,Sandbox,9,5.02,Minnow,9.49,12,Credit Card,22/5/2025
3716404,iOS,,12,15.69,Minnow,2.72,9,Gift Card,28/6/2025
3718504,Android,Action RPG,9,10.4,Minnow,9.23,20,Apple Pay,2/6/2025
3721094,iOS,Action RPG,13,18.04,Minnow,2.68,18,Debit Card,12/3/2025
3722304,iOS,Casual,9,9.06,Minnow,5.55,17,Carrier Billing,30/1/2025
3724894,iOS,MOBA,10,30.17,Minnow,7.24,27,Paypal,3/8/2025
3727704,Android,Card,13,27.42,Minnow,11.98,0,Carrier Billing,14/3/2025
3730194,,Simulation,14,12.46,Whale,1005.68,2,Google Pay,2/8/2025
3732304,iOS,Adventure,12,30.23,Minnow,,,,
3733504,Android,Sandbox,11,13.19,Dolphin,,,,
3733794,iOS,Action RPG,7,16.04,Dolphin,34.68,21,Gift Card,8/7/2025
3733804,Android,Sandbox,8,8.03,Minnow,6.8,16,Apple Pay,30/5/2025
3737794,Android,Card,15,32.62,Dolphin,116.24,24,Carrier Billing,15/3/2025
3742994,iOS,Sports,15,10.92,Minnow,16.94,29,Gift Card,5/5/2025
3743094,iOS,Sandbox,7,17.79,Minnow,17.62,2,Gift Card,31/5/2025
3743804,iOS,Casual,11,11.77,Minnow,17.63,12,Carrier Billing,15/1/2025
3744004,Android,Simulation,10,22.43,Minnow,6.81,24,Google Pay,29/7/2025
3751904,iOS,Casual,9,33.58,Dolphin,355.73,5,Debit Card,27/2/2025
3752604,Android,Puzzle,9,8.34,Minnow,2.84,2,Google Pay,7/3/2025
3756904,Android,Battle Royale,11,32.04,Minnow,0.4,23,Carrier Billing,8/4/2025
3759004,iOS,MMORPG,11,20.9,Minnow,14.2,16,Google Pay,26/7/2025
3760104,Android,Action RPG,13,8.41,Whale,1103.54,9,Carrier Billing,10/4/2025
3760994,Android,Card,13,24.51,Minnow,16.93,20,Paypal,16/3/2025
3762004,iOS,Strategy,10,34.91,Minnow,19.57,5,Apple Pay,30/5/2025
3763904,iOS,Casual,16,24.87,Minnow,12.53,14,Google Pay,10/3/2025
3767404,Android,Sandbox,14,18.21,Minnow,9,11,Apple Pay,14/2/2025
3767704,Android,Racing,14,15.24,Dolphin,381.79,23,Google Pay,26/1/2025
3772604,iOS,Role Playing,8,25.1,Minnow,13.65,3,Google Pay,10/7/2025
3773404,Android,Strategy,9,14.38,Minnow,8.72,17,Carrier Billing,4/2/2025
3773904,Android,Card,12,25.93,Minnow,10.68,2,Debit Card,1/7/2025
3777704,iOS,Racing,13,21,Minnow,4.88,29,Credit Card,21/3/2025
3779894,Android,Role Playing,15,24.14,Minnow,15.15,12,Google Pay,16/1/2025
3783194,Android,Casual,11,6.2,Minnow,16.58,4,Gift Card,2/6/2025
3783504,iOS,MMORPG,4,15.87,Dolphin,47.61,26,Paypal,14/3/2025
3783894,Android,Simulation,12,29.67,Minnow,7.15,27,Carrier Billing,18/5/2025
3785404,Android,Role Playing,11,22.88,Minnow,4.07,6,Credit Card,24/4/2025
3793504,Android,Sandbox,8,17.07,Minnow,11.65,27,Paypal,2/4/2025
3794804,Android,MOBA,15,26.39,Minnow,4.99,20,Google Pay,31/7/2025
3795404,iOS,Role Playing,13,27.7,Minnow,11.08,10,Credit Card,11/6/2025
3797104,iOS,Sandbox,8,26.23,Minnow,15.05,13,Google Pay,31/3/2025
3798704,iOS,Strategy,11,7.95,Minnow,5.44,16,Debit Card,8/8/2025
3809994,Android,MMORPG,9,16.18,Minnow,18.12,8,Credit Card,23/7/2025
3810304,iOS,Adventure,8,22.03,Minnow,14.27,15,Apple Pay,16/2/2025
3810504,iOS,Adventure,8,13.11,Minnow,12.66,7,Debit Card,9/1/2025
3812404,Android,Racing,11,7.69,Minnow,17.08,4,Carrier Billing,10/7/2025
3812804,iOS,Sandbox,10,6.47,Minnow,7.45,3,Debit Card,9/5/2025
3815104,Android,Sandbox,5,10.54,Minnow,10.66,25,Apple Pay,10/6/2025
3819304,iOS,Battle Royale,10,32.06,Minnow,8.63,5,Carrier Billing,4/7/2025
3820504,Android,Racing,6,26.73,Minnow,17.1,25,Google Pay,25/2/2025
3822104,iOS,Racing,7,15.44,Minnow,13.05,17,Gift Card,27/1/2025
3824404,Android,Battle Royale,11,23.47,Dolphin,429.7,22,Google Pay,7/5/2025
3833504,Android,Casual,12,34.7,Minnow,19.38,20,Apple Pay,28/3/2025
3835994,iOS,Sandbox,13,9.65,Minnow,13.1,7,Debit Card,10/5/2025
3838804,Android,Fighting,12,31.86,Minnow,0.29,17,Gift Card,17/5/2025
3842994,Android,Role Playing,6,17.27,Minnow,,,,
3846004,Android,Card,14,23.55,Minnow,14.6,18,Carrier Billing,18/6/2025
3846194,Android,Battle Royale,10,23.48,Minnow,8.02,22,Apple Pay,25/4/2025
3850094,Android,Fighting,4,8.76,Minnow,3.49,13,Paypal,14/5/2025
3851804,iOS,Battle Royale,13,34.74,Minnow,2.14,24,Paypal,27/6/2025
3853804,Android,Casual,9,14.67,Minnow,16.38,17,Paypal,17/1/2025
3855404,Android,Strategy,12,14.14,Minnow,4.24,12,Gift Card,23/3/2025
3863194,Android,,18,33.07,Minnow,6.04,7,Gift Card,29/1/2025
3863704,Android,Sports,8,5.31,Minnow,6.74,11,Google Pay,16/6/2025
3864904,Android,Puzzle,8,31.66,Dolphin,188.55,15,Carrier Billing,8/4/2025
3867604,Android,Role Playing,9,25.92,Minnow,10.54,19,Apple Pay,10/5/2025
3870094,Android,Racing,13,26.28,Minnow,2.3,25,Paypal,3/1/2025
3872604,iOS,Action RPG,14,22.34,Minnow,15.76,14,Apple Pay,27/6/2025
3873404,Android,Fighting,10,27.32,Minnow,18.03,26,Credit Card,31/5/2025
3876194,Android,Sports,9,25.72,Minnow,9.35,21,Carrier Billing,30/3/2025
3881704,iOS,MOBA,10,33.69,Minnow,13.09,21,Carrier Billing,5/8/2025
3883904,Android,Adventure,11,13.84,Minnow,4.42,11,Gift Card,23/1/2025
3883994,Android,Battle Royale,14,30.01,Minnow,8.1,2,Paypal,9/1/2025
3887194,Android,Card,10,20.79,Minnow,3.94,23,Apple Pay,28/4/2025
3897004,iOS,Strategy,8,25.97,Dolphin,21.48,9,Google Pay,8/1/2025
3900894,iOS,Action RPG,10,29.3,Minnow,18.15,12,Carrier Billing,16/3/2025
3906804,Android,Sports,14,11.38,Minnow,10.47,28,Credit Card,17/3/2025
3909994,Android,Adventure,12,34.52,Minnow,15.39,18,Paypal,26/4/2025
3911094,Android,Sandbox,10,18.9,Minnow,5.04,9,Gift Card,30/6/2025
3911804,Android,Casual,10,31.26,Minnow,13.51,15,Paypal,30/5/2025
3914894,iOS,Role Playing,15,6.46,Dolphin,493.89,16,Google Pay,20/4/2025
3917904,iOS,Adventure,11,25.53,Minnow,12.41,16,Carrier Billing,16/7/2025
3921104,Android,Role Playing,12,16.47,Minnow,16.29,22,Apple Pay,15/6/2025
3922804,iOS,,10,29.86,Minnow,18.84,14,Gift Card,11/5/2025
3927004,Android,Racing,18,21.54,Dolphin,128.17,25,Gift Card,18/6/2025
3929504,iOS,MMORPG,12,28,Minnow,6.08,9,Credit Card,25/2/2025
3932404,,Sports,10,10.37,Minnow,,,,
3933504,Android,Sandbox,2,34.21,Dolphin,269,25,Google Pay,17/6/2025
3934094,Android,Battle Royale,11,33.99,Minnow,1.92,28,Apple Pay,28/4/2025
3938804,Android,Casual,5,26.16,Dolphin,67.13,26,Gift Card,7/7/2025
3942804,iOS,MMORPG,5,13.03,Minnow,0.05,14,Paypal,3/5/2025
3945104,Android,,8,9.3,Minnow,15.65,23,Gift Card,26/4/2025
3945404,Android,Adventure,12,24.5,Dolphin,174.79,14,Gift Card,3/8/2025
3945694,iOS,Puzzle,12,28.05,Minnow,8.85,6,Credit Card,2/7/2025
3949894,iOS,Simulation,8,34.25,Minnow,8.63,18,Google Pay,3/4/2025
3950094,iOS,Battle Royale,9,24.6,Minnow,5.16,4,Gift Card,9/1/2025
3954004,Android,,14,13.34,Minnow,15.26,13,Carrier Billing,24/1/2025
3954804,Android,MMORPG,12,34.97,Minnow,4.65,17,Credit Card,6/8/2025
3956504,Android,Simulation,17,33.57,Minnow,0.37,24,Gift Card,5/7/2025
3957304,Android,Casual,9,32.08,Minnow,11.56,10,Debit Card,1/3/2025
3958504,iOS,Fighting,8,14.48,Minnow,17.29,15,Paypal,7/5/2025
3960104,Android,Simulation,11,18.52,Minnow,9.52,11,Paypal,29/4/2025
3967404,iOS,Action RPG,11,19.81,Minnow,9.09,6,Gift Card,16/1/2025
3967994,iOS,Role Playing,8,21.68,Minnow,13.04,8,Gift Card,30/3/2025
3971504,Android,Fighting,5,22.97,Minnow,6.06,0,Google Pay,27/3/2025
3973804,iOS,,8,16.07,Minnow,0.16,26,Google Pay,24/3/2025
3975194,Android,Casual,14,33.86,Minnow,7.98,6,Gift Card,18/6/2025
3976304,Android,MMORPG,10,30.91,Minnow,5.08,3,Gift Card,2/7/2025
3983994,Android,Sandbox,6,17.69,Dolphin,190.74,30,Debit Card,5/5/2025
3986404,Android,Role Playing,6,12.1,Minnow,15.75,26,Paypal,25/5/2025
3987194,iOS,MOBA,6,31.24,Minnow,9.01,18,Carrier Billing,7/4/2025
3989704,Android,Casual,9,27.06,Minnow,14.99,9,Apple Pay,30/5/2025
4001404,iOS,MOBA,12,28.82,Minnow,1.72,26,Gift Card,20/2/2025
4001604,iOS,Action RPG,6,5.35,Minnow,18.11,30,Credit Card,18/3/2025
4004194,Android,Action RPG,10,6.52,Minnow,7.63,14,Carrier Billing,29/1/2025
4007304,Android,MOBA,9,29.41,Dolphin,154.87,29,Credit Card,27/1/2025
4010304,Android,Role Playing,11,9.14,Minnow,19.38,18,Credit Card,22/6/2025
4012704,iOS,Battle Royale,9,27.74,Minnow,5.52,18,Credit Card,2/5/2025
4019804,Android,Sandbox,10,7.96,Dolphin,295.56,26,Credit Card,2/6/2025
4027904,Android,Simulation,14,17.03,Minnow,18.72,18,Gift Card,8/8/2025
4028504,,Casual,9,5.56,Minnow,15.95,18,Gift Card,31/5/2025
4036904,Android,Puzzle,9,6.28,Dolphin,261.28,23,Carrier Billing,18/2/2025
4037904,Android,Adventure,10,24.89,Minnow,5.38,21,Credit Card,18/6/2025
4039504,iOS,MOBA,9,19.69,Minnow,14.44,22,Credit Card,31/1/2025
4039804,iOS,Fighting,10,5.67,Minnow,10.07,19,Credit Card,6/6/2025
4049404,iOS,Sandbox,12,10.32,Minnow,2.44,22,Gift Card,23/2/2025
4050804,iOS,Simulation,12,28.97,Minnow,13.75,30,Gift Card,31/5/2025
4055194,iOS,Casual,7,13.23,Minnow,11.95,27,Carrier Billing,1/3/2025
4055304,iOS,MMORPG,7,5.42,Minnow,4.95,7,Paypal,31/3/2025
4057704,iOS,Sandbox,13,21.87,Minnow,4.83,4,Carrier Billing,9/3/2025
4059304,Android,Battle Royale,6,28.38,Minnow,17.52,27,Paypal,5/3/2025
4064804,Android,Sandbox,11,24.63,Minnow,0.37,26,Gift Card,30/7/2025
4066094,Android,Role Playing,12,27.69,Minnow,18.81,19,Carrier Billing,9/4/2025
4079804,iOS,Puzzle,13,29.3,Minnow,14.54,19,Google Pay,16/2/2025
4082804,Android,Puzzle,12,30.45,Minnow,14.7,2,Gift Card,2/6/2025
4085404,iOS,Puzzle,8,13.76,Minnow,14.15,30,Carrier Billing,5/8/2025
4091904,iOS,Role Playing,11,26.4,Minnow,16.48,13,Credit Card,27/7/2025
4092404,Android,Card,10,9.2,Minnow,12.42,26,Gift Card,30/7/2025
4092804,Android,Battle Royale,7,34.62,Whale,1681.8,15,Debit Card,28/2/2025
4093404,iOS,Puzzle,10,9.91,Whale,1502.11,28,Debit Card,5/5/2025
4093904,Android,MMORPG,10,22.1,Minnow,15.64,1,Apple Pay,15/7/2025
4095694,iOS,Fighting,4,33.03,Minnow,11.39,8,Paypal,6/3/2025
4102804,Android,MMORPG,8,8.62,Minnow,2.11,20,Gift Card,27/1/2025
4106404,iOS,MOBA,15,5.03,Minnow,15.82,28,Carrier Billing,26/7/2025
4107804,iOS,Role Playing,9,27.73,Minnow,0.58,8,Paypal,30/7/2025
4109404,Android,Casual,10,17.36,Minnow,1.52,1,Gift Card,29/7/2025
4111504,Android,MMORPG,17,8.33,Minnow,13.53,14,Apple Pay,3/7/2025
4111804,Android,Sandbox,11,16.35,Minnow,,,,
4118704,iOS,Strategy,15,31,Minnow,17.99,19,Paypal,16/7/2025
4121704,,Battle Royale,8,10.34,Minnow,2.74,20,Google Pay,2/1/2025
4123894,iOS,Racing,11,24.29,Minnow,18.11,23,Debit Card,26/2/2025
4124604,iOS,Sandbox,10,13.5,Minnow,16.64,20,Carrier Billing,22/2/2025
4130804,Android,Fighting,15,16.35,Minnow,9.68,27,Paypal,4/5/2025
4131304,iOS,MMORPG,9,15.1,Minnow,9.37,11,Credit Card,9/8/2025
4132204,Android,MMORPG,13,16.41,Minnow,17.2,6,Google Pay,24/7/2025
4132804,Android,Fighting,7,21.89,Minnow,8.22,26,Google Pay,14/3/2025
4134094,iOS,Sports,9,17.62,Minnow,4.2,29,Carrier Billing,26/4/2025
4134604,Android,Strategy,7,24.84,Minnow,6.59,6,Gift Card,14/5/2025
4134804,iOS,MMORPG,6,15.81,Minnow,19.99,10,Debit Card,5/3/2025
4135404,Android,Role Playing,13,34.51,Minnow,12.62,18,Apple Pay,30/1/2025
4136804,Android,Battle Royale,8,29.38,Minnow,2.03,17,Carrier Billing,29/6/2025
4141504,Android,Action RPG,6,18.25,Minnow,3.58,26,Paypal,19/5/2025
4141794,Android,Casual,8,28.01,Minnow,1.01,29,Google Pay,30/6/2025
4147304,iOS,Fighting,13,24.26,Dolphin,421.3,22,Google Pay,24/6/2025
4153894,iOS,Battle Royale,5,33.12,Minnow,4.55,0,Credit Card,30/6/2025
4159404,iOS,Strategy,12,25.18,Minnow,8.23,28,Paypal,15/5/2025
4164504,Android,Sandbox,13,22.28,Dolphin,153.06,30,Debit Card,3/2/2025
4166094,iOS,Puzzle,10,19.51,Minnow,1.81,13,Paypal,3/4/2025
4167194,iOS,Role Playing,8,9.08,Minnow,17.89,10,Credit Card,15/7/2025
4174504,Android,Racing,13,31.13,Minnow,12.61,22,Paypal,9/8/2025
4174804,iOS,Adventure,10,23.91,Minnow,0.68,16,Apple Pay,24/4/2025
4180004,Android,Battle Royale,5,20.22,Minnow,19.1,6,Paypal,22/6/2025
4180404,Android,Action RPG,6,23.27,Minnow,13.01,26,Debit Card,14/2/2025
4188404,,Sandbox,9,19.08,Dolphin,300.18,13,Paypal,25/6/2025
4195504,Android,,4,6.42,Minnow,,,,
4203994,iOS,Battle Royale,8,31.99,Minnow,18.03,12,Paypal,29/4/2025
4204104,iOS,MOBA,11,34.11,Minnow,4.73,23,Apple Pay,2/6/2025
4205804,Android,MMORPG,11,7.25,Minnow,1.71,22,Debit Card,22/1/2025
4207194,Android,Action RPG,7,23.76,Minnow,11.28,25,Debit Card,4/4/2025
4207604,Android,Casual,8,14.41,Minnow,7.88,26,Credit Card,7/6/2025
4224604,Android,Card,11,12.78,Minnow,,,,
4224804,Android,Action RPG,9,11.22,Minnow,4.52,12,Paypal,19/7/2025
4243094,Android,Simulation,18,24.53,Minnow,7.73,22,Gift Card,14/7/2025
4243794,iOS,Simulation,11,26.69,Dolphin,364.35,21,Google Pay,21/2/2025
4245104,Android,Puzzle,9,29.9,Minnow,4.24,23,Carrier Billing,4/1/2025
4249404,Android,Racing,12,29.32,Minnow,19.42,14,Carrier Billing,24/5/2025
4255304,Android,Sandbox,10,28.19,Dolphin,223.67,24,Apple Pay,27/4/2025
4258304,Android,Adventure,7,7.59,Dolphin,67.67,14,Carrier Billing,17/6/2025
4260004,iOS,Puzzle,12,24.44,Minnow,,,,
4264304,Android,Simulation,8,25.28,Minnow,1.25,3,Debit Card,16/3/2025
4267204,iOS,Card,14,22.35,Minnow,13.53,18,Google Pay,6/2/2025
4268094,iOS,MMORPG,12,10.28,Minnow,14.55,2,Google Pay,20/3/2025
4268304,iOS,Simulation,7,11.01,Minnow,7.19,24,Google Pay,2/5/2025
4269894,iOS,Action RPG,9,16.73,Minnow,14.83,5,Gift Card,22/5/2025
4270904,Android,Battle Royale,2,15.99,Minnow,15.45,26,Google Pay,17/7/2025
4271204,Android,Fighting,9,22.62,Whale,4475.47,0,Paypal,21/4/2025
4271504,Android,Sandbox,7,32.07,Minnow,11.13,18,Credit Card,10/4/2025
4281804,Android,Card,9,34.73,Minnow,3.88,17,Carrier Billing,27/5/2025
4285504,Android,Action RPG,13,32.97,Minnow,15.5,13,Google Pay,4/5/2025
4287304,,Role Playing,10,15.5,Dolphin,186.38,12,Debit Card,21/4/2025
4287404,iOS,Puzzle,10,21.32,Minnow,14.49,17,Paypal,4/5/2025
4287704,Android,Simulation,9,29.58,Minnow,11.09,15,Credit Card,7/8/2025
4291194,iOS,Sandbox,9,24.8,Minnow,16.33,24,Debit Card,11/7/2025
4293204,iOS,MMORPG,11,29.76,Minnow,15.2,30,Gift Card,7/1/2025
4301604,Android,Sandbox,9,24.15,Minnow,19.77,6,Paypal,15/5/2025
4312704,iOS,Simulation,19,20.5,Minnow,12.21,17,Paypal,8/1/2025
4313994,iOS,Fighting,12,7,Minnow,5.65,25,Apple Pay,11/7/2025
4319004,Android,Sports,9,22.68,Minnow,10.05,19,Apple Pay,20/2/2025
4319504,Android,Sandbox,14,18.67,Minnow,4.42,3,Credit Card,14/3/2025
4319994,Android,MOBA,8,33.19,Minnow,5.16,28,Gift Card,30/3/2025
4324604,Android,Sandbox,10,21.38,Dolphin,170.58,25,Apple Pay,18/1/2025
4328704,Android,MMORPG,9,21.3,Minnow,8.92,22,Credit Card,4/2/2025
4329104,Android,Puzzle,11,8.15,Minnow,10.64,1,Paypal,22/2/2025
4335304,Android,Puzzle,10,16.01,Minnow,16.21,1,Gift Card,20/3/2025
4336804,iOS,MOBA,5,19.38,Minnow,12.54,28,Apple Pay,19/6/2025
4338504,Android,Sandbox,12,25.71,Minnow,5.6,24,Gift Card,12/7/2025
4340804,iOS,Sandbox,4,22.64,Minnow,4.75,23,Google Pay,20/1/2025
4341504,Android,Sandbox,7,24.34,Minnow,16.24,1,Carrier Billing,14/6/2025
4342004,Android,MOBA,11,5.98,Minnow,0.43,8,Google Pay,1/1/2025
4346194,iOS,Casual,8,15.36,Minnow,17.56,7,Debit Card,3/8/2025
4347304,Android,Action RPG,11,26.2,Minnow,12.8,5,Gift Card,22/3/2025
4347794,Android,Sandbox,5,19.96,Minnow,4.23,29,Gift Card,31/1/2025
4349094,Android,Puzzle,13,30.49,Minnow,14.21,10,Paypal,8/2/2025
4351904,Android,Simulation,8,16.7,Minnow,7.81,30,Apple Pay,23/7/2025
4352094,iOS,MMORPG,11,29.63,Minnow,4.24,2,Carrier Billing,15/1/2025
4355104,iOS,Battle Royale,11,15.09,Minnow,15.14,18,Credit Card,11/2/2025
4356204,Android,Simulation,14,6.12,Minnow,5.34,20,Debit Card,11/4/2025
4357194,Android,Sandbox,17,12.57,Minnow,0.21,2,Credit Card,21/5/2025
4358404,Android,Puzzle,11,19.46,Minnow,0.6,15,Gift Card,9/4/2025
4363904,iOS,Role Playing,14,22.53,Dolphin,225.92,3,Debit Card,30/6/2025
4366504,Android,Fighting,14,8.14,Minnow,6.1,20,Paypal,28/5/2025
4367304,Android,MOBA,13,23.28,Minnow,11.99,17,Apple Pay,23/1/2025
4369904,iOS,Strategy,10,21.53,Minnow,9.18,29,Gift Card,11/1/2025
4370304,iOS,Strategy,11,25.21,Minnow,10.83,20,Debit Card,12/7/2025
4373304,Android,Strategy,7,10.15,Minnow,18.18,6,Credit Card,27/2/2025
4373704,Android,Fighting,8,7.6,Minnow,15.06,26,Debit Card,1/6/2025
4374904,Android,Strategy,9,31.18,Minnow,17.28,30,Carrier Billing,10/2/2025
4375404,Android,Role Playing,11,33.29,Minnow,1.69,30,Paypal,9/8/2025
4375694,iOS,Adventure,5,32.2,Minnow,8.88,28,Debit Card,20/5/2025
4380004,iOS,Battle Royale,7,31.33,Minnow,9.91,20,Paypal,16/3/2025
4381304,Android,Racing,7,25.49,Minnow,14.22,18,Credit Card,7/8/2025
4383194,iOS,Strategy,8,5.33,Minnow,7.99,8,Apple Pay,9/4/2025
4385404,iOS,Casual,19,26.92,Dolphin,455.39,20,Google Pay,5/3/2025
4389794,iOS,Puzzle,10,19.21,Minnow,16.9,24,Gift Card,19/3/2025
4391704,iOS,Racing,8,26.64,Minnow,12.76,17,Google Pay,15/6/2025
4393404,Android,Role Playing,8,27.52,Minnow,12.12,14,Debit Card,13/4/2025
4394804,iOS,Card,12,20.54,Minnow,3.41,24,Debit Card,11/5/2025
4401404,iOS,Puzzle,5,26.59,Minnow,12.55,9,Apple Pay,26/1/2025
4402194,Android,Racing,8,12.92,Dolphin,349.69,9,Paypal,8/1/2025
4402804,Android,MOBA,9,11.59,Whale,4456.3,24,Carrier Billing,5/5/2025
4403404,Android,Strategy,10,5.98,Minnow,19.12,22,Google Pay,8/8/2025
4403994,iOS,Sports,16,11.2,Minnow,15.22,17,Apple Pay,1/5/2025
4405504,Android,Puzzle,10,24.18,Minnow,15.12,14,Credit Card,9/5/2025
4405804,Android,Racing,2,10.73,Minnow,17.91,18,Apple Pay,5/7/2025
4409704,Android,Puzzle,4,26.7,Minnow,6.66,24,Debit Card,11/3/2025
4412994,iOS,Simulation,7,28.04,Minnow,16.32,25,Carrier Billing,1/8/2025
4415104,iOS,Strategy,12,6.94,Minnow,15.4,20,Credit Card,12/8/2025
4415204,Android,Sports,11,16.37,Minnow,12.02,13,Debit Card,31/5/2025
4416804,iOS,Simulation,10,25.16,Dolphin,97.4,2,Debit Card,4/8/2025
4417704,Android,MOBA,9,31.18,Minnow,11.88,10,Apple Pay,27/1/2025
4417804,Android,Role Playing,10,19.53,Minnow,0.6,23,Debit Card,10/3/2025
4422804,iOS,Action RPG,7,21.51,Dolphin,290.68,21,Carrier Billing,12/8/2025
4423804,Android,Card,9,6.86,Minnow,18.56,21,Gift Card,13/8/2025
4424404,Android,Action RPG,9,34.72,Minnow,19.01,19,Apple Pay,19/4/2025
4425604,Android,Puzzle,8,9.8,Minnow,15.33,29,Google Pay,5/5/2025
4426804,Android,MOBA,16,5.51,Minnow,10.95,23,Carrier Billing,10/6/2025
4430804,Android,Adventure,6,24.36,Minnow,1.36,1,Paypal,16/3/2025
4431904,Android,MOBA,9,9.35,Minnow,8.33,21,Carrier Billing,19/6/2025
4435304,Android,Role Playing,9,24.3,Dolphin,263.74,10,Gift Card,31/5/2025
4439194,iOS,MMORPG,11,22.87,Minnow,15.26,1,Gift Card,1/3/2025
4450304,Android,Puzzle,13,8.92,Minnow,5.62,9,Credit Card,13/4/2025
4451804,iOS,Casual,4,11.31,Minnow,1.43,4,Carrier Billing,13/4/2025
4451894,iOS,Strategy,18,17.86,Minnow,13.54,10,Carrier Billing,30/1/2025
4458804,Android,,6,28.52,Minnow,2.53,21,Carrier Billing,27/7/2025
4461894,Android,Simulation,13,20.61,Dolphin,279.69,6,Google Pay,7/1/2025
4462504,iOS,Puzzle,8,21.82,Minnow,17.01,29,Apple Pay,22/7/2025
4463704,iOS,Puzzle,8,29.92,Minnow,9.28,27,Paypal,12/6/2025
4470804,Android,Fighting,9,30.93,Minnow,7.24,13,Credit Card,29/7/2025
4472504,Android,Action RPG,10,25.26,Dolphin,107.57,3,Credit Card,13/3/2025
4477404,iOS,Sports,8,18.93,Minnow,11.64,0,Carrier Billing,26/5/2025
4478194,iOS,Strategy,9,7.78,Minnow,5.78,9,Google Pay,1/1/2025
