Customer_ID,Campaign_ID,Response,ClickThroughRate,EngagementFrequency
6193194,21,Yes,0.31,7
325694,54,No,0.38,9
8289894,65,No,0.27,2
5919194,2,No,0.39,8
7912804,57,No,0.29,7
239704,48,No,0.98,8
1870994,57,Yes,0.67,6
4132204,29,No,0.07,4
9965194,64,No,0.89,5
633894,23,No,0.18,4
4335304,47,Yes,0.48,8
4258304,61,Yes,0.52,9
3217804,19,No,0.63,1
970304,39,Yes,0.49,5
5320604,30,No,0.85,7
5746204,51,Yes,0.95,2
53804,31,No,0.45,4
4124604,13,No,0.11,5
468894,28,No,0.81,3
1445404,68,Yes,0.26,7
1911304,23,Yes,0.39,7
5895504,21,Yes,0.42,2
6062404,73,No,0.17,3
4705304,47,Yes,0.85,2
7926994,18,No,0.41,8
8064304,17,No,0.13,8
170094,34,Yes,0.16,9
819504,69,No,0.55,5
5238194,26,No,0.29,9
7932704,62,No,0.47,5
3417704,50,Yes,0.32,2
8937704,60,No,0.77,8
7955794,49,No,0.23,3
981704,42,Yes,0.7,4
2722404,31,No,0.84,4
9332994,36,No,0.43,4
7129804,69,No,0.32,2
2215804,51,Yes,0.72,9
1786404,59,Yes,0.53,2
4671804,24,Yes,0.19,9
8125804,21,No,0.01,8
8920504,74,Yes,0.98,8
1510304,6,Yes,0.05,8
7496604,10,Yes,0.38,7
925104,39,Yes,0.69,3
1950704,2,No,0.24,6
2288304,45,Yes,0.59,9
4608404,33,No,0.67,1
5318194,5,Yes,0.31,1
4319504,39,Yes,0.52,6
6138404,49,No,0.33,2
4656404,21,No,0.83,3
6001604,53,No,0.95,2
1270804,61,No,0.12,6
1670094,12,No,0.76,6
7112404,5,No,0.74,2
6869894,10,Yes,0.02,8
3929504,42,No,0.29,2
3340194,67,No,0.15,1
6183194,44,No,0.48,4
5293204,26,No,0.43,7
9392404,27,No,0.42,8
4385404,13,No,0.49,3
1852904,3,Yes,0.23,3
6796604,4,Yes,1,4
745504,67,Yes,0.02,4
7711094,24,Yes,0.78,8
1586304,46,No,0.58,2
8720504,40,No,0.9,3
6709404,20,Yes,0.24,5
4258304,9,No,0.06,9
2753304,42,Yes,0.81,8
9260794,17,Yes,0.73,1
7743804,65,No,0.49,3
7119994,25,No,0.77,5
3532094,14,No,0.25,5
8524504,3,Yes,0.92,2
6319994,72,No,0.21,1
1692994,66,No,0.94,3
8546804,68,Yes,0.67,9
409004,55,No,0.07,9
5114204,58,Yes,0.17,7
7537704,57,No,0.19,1
1863804,43,No,0.87,8
6921504,56,No,0.14,9
9383404,2,Yes,0.98,2
9038704,55,No,0.01,3
5596994,18,No,0.94,7
8658094,63,No,0.39,6
7386304,18,No,0.7,6
2256804,27,Yes,0.36,8
1342404,49,Yes,0.87,3
4991704,17,Yes,0.81,9
9174504,10,Yes,0.7,8
6497194,25,No,0.01,8
4792404,17,No,0.51,2
9934894,74,Yes,0.27,7
1907894,14,No,0.34,2
1767194,67,Yes,0.47,9
9785504,6,Yes,0.04,9
73304,28,No,0.26,6
4417704,32,Yes,0.03,2
1861204,12,Yes,0.85,2
6331904,16,No,0.51,9
6037894,61,No,0.14,8
5670004,32,Yes,0.74,9
7742094,68,No,0.55,8
9045204,9,No,0.3,5
9496704,60,Yes,0.37,9
5431204,61,Yes,0.57,9
6004804,38,No,0.77,1
2764004,4,Yes,0,5
9721804,53,Yes,0.64,3
5424894,37,Yes,0.88,1
1557204,5,Yes,0.71,9
4853004,57,Yes,0.82,1
1129804,32,No,0.12,3
9337804,10,Yes,0.89,3
5742704,3,Yes,0.36,3
9220804,24,Yes,0,7
3340194,69,Yes,0.13,8
7902504,30,Yes,0.38,1
1193504,56,Yes,0.52,4
6480304,60,No,0.6,1
4328704,72,Yes,0.53,8
3570004,58,Yes,0.55,2
6235404,59,Yes,0.23,2
7062804,58,Yes,0.81,9
3241904,24,Yes,0.02,2
3971504,67,Yes,0.5,7
5541904,27,Yes,0.64,8
4010304,37,No,0.35,7
3673704,70,No,0.42,7
5362894,31,Yes,0.25,5
3256804,17,No,0.37,6
2982994,63,No,0.51,4
364304,56,No,0.95,1
5122104,39,Yes,0.19,1
5162604,51,No,0.72,8
5115804,2,No,0.16,4
2816304,60,Yes,0.97,2
8396304,3,Yes,0.15,8
4595694,47,Yes,0.15,7
8546304,41,No,0.03,9
4853004,28,Yes,0,6
966094,39,No,0.14,5
1129804,29,Yes,0.53,1
1950704,49,No,0.73,7
6266504,72,No,0.45,6
475504,12,No,0.35,8
9456194,74,No,0.16,1
2020804,48,Yes,0.69,7
9351904,24,Yes,0.05,9
441894,63,Yes,0.26,5
5511704,26,Yes,0.08,7
2722404,53,Yes,0.23,7
2547994,1,No,0.48,9
6408404,59,No,0.75,7
998194,34,No,0.63,5
4347794,57,Yes,0.71,2
5331104,18,No,0.77,3
628504,1,Yes,0.86,8
6211704,73,No,0.47,7
8692504,31,Yes,0.46,4
6467694,67,Yes,0.9,6
1149094,13,Yes,0.76,4
8027704,22,Yes,0.67,6
17804,24,No,0.46,7
3198404,38,No,0.4,8
5671904,44,Yes,0.15,7
7517704,39,No,0.79,3
7355404,34,No,0.52,3
2193994,27,No,1,2
6877604,38,Yes,0.85,1
7370304,17,No,0.17,8
5043894,28,Yes,0.66,9
29504,52,No,0.83,2
2784404,33,No,0.93,6
1939094,24,Yes,0.92,4
9653304,32,Yes,0.56,7
6007704,52,No,0.2,3
2251804,60,No,0.7,4
319004,12,Yes,0.36,8
3315804,51,No,0.33,4
1250304,51,No,0.43,9
9982994,37,Yes,0.69,4
7352904,43,Yes,0.92,9
2515894,71,Yes,0.68,8
9664504,55,Yes,0.34,5
6904204,53,No,0.28,9
4611704,63,No,0.73,4
582894,68,No,0.6,6
3058604,15,No,0.36,6
5247704,11,No,0.88,1
654804,35,Yes,0.3,4
4665894,6,No,0.73,1
3207704,63,No,0.16,2
9445104,62,No,0.74,9
6864304,10,No,0.27,8
6235304,47,Yes,0.51,5
5293204,10,No,0.05,5
8309004,39,No,0.8,9
153504,58,Yes,0.68,3
9432094,56,Yes,0.53,6
7446104,10,No,0.83,5
7516304,57,Yes,0.99,9
5360304,4,Yes,0.7,1
809994,1,No,0.39,3
5418194,62,No,0.89,6
5185404,60,Yes,0.02,3
4496804,3,No,0.07,2
8919304,55,Yes,0.45,2
1443904,4,No,0.46,4
2195694,60,Yes,0.72,5
5644604,73,Yes,0.96,1
4091904,65,No,0.82,6
742304,43,No,0.66,6
7334604,55,Yes,0.37,4
9609404,32,Yes,0.93,4
5934404,67,Yes,0.81,3
5191804,37,Yes,0.29,5
6408404,62,No,0.4,2
5481794,52,Yes,0.54,1
1683404,7,Yes,0.26,4
3405194,32,Yes,0.83,5
3166094,21,Yes,0.48,9
8217194,2,No,0.16,9
7593604,24,No,0.5,8
2726404,26,Yes,0.31,7
6701404,21,Yes,0.89,6
3029504,59,No,0.71,3
2457904,70,Yes,0.55,1
9554304,60,Yes,0.56,9
562604,67,Yes,0.65,1
1954504,49,Yes,0.77,9
5286304,8,Yes,0.98,6
5944804,8,Yes,0.94,2
9783894,12,Yes,0.87,9
343894,25,Yes,0.86,3
174904,54,No,0.17,1
4207604,67,Yes,0.18,3
4529194,1,No,0.43,3
2297194,21,No,0.19,4
4664504,55,No,0.85,8
1187404,64,No,0.75,6
2394404,60,No,0.47,7
6193194,13,Yes,0,3
164504,53,No,0.13,3
1402404,37,Yes,0.87,4
6013404,48,Yes,0.41,3
1355994,57,No,0.36,3
3887194,64,No,0.36,5
1455794,48,No,0.4,6
3867604,6,Yes,0.65,9
3509404,41,Yes,0.97,2
4180004,52,Yes,0.09,7
7252994,58,No,0.21,7
6534894,60,Yes,0.46,8
7234804,58,Yes,0.28,4
4493604,71,No,0.04,7
2455894,31,No,0.75,8
4118704,3,Yes,0,2
5596604,24,Yes,0.41,2
9609404,45,No,0.43,7
4093904,67,Yes,0.15,1
3663004,35,Yes,0.45,5
7571504,61,Yes,0.46,9
3414904,23,No,0.21,7
8355304,19,No,0.73,2
195204,56,Yes,0.65,8
4417704,20,No,0.5,3
5449194,66,No,0.42,6
8530804,26,Yes,0.83,8
4291194,2,No,0.68,3
4338504,63,Yes,0.34,8
6170094,3,No,0.22,6
8639094,1,No,0.87,1
5352004,64,Yes,0.37,4
1062194,7,Yes,0.84,3
6265794,28,No,0.46,9
53804,63,Yes,0.57,4
9119004,57,Yes,0.07,2
637304,21,Yes,0.24,6
4568504,1,No,0.93,9
7949004,22,Yes,0.9,8
1254804,10,No,0.84,3
3743804,26,No,0.84,6
4595694,52,No,0.47,4
5475194,34,Yes,0.29,9
2751904,35,No,0.95,8
9827004,17,No,0.46,2
1192404,68,No,0.77,6
3340194,67,Yes,0.99,8
7851004,69,No,0.17,4
8554904,31,No,0.16,3
5511704,11,No,0.25,2
6030794,49,No,0.73,4
4734404,27,No,0.31,5
9917094,74,Yes,0.86,3
534804,51,No,0.27,4
3277994,21,No,0.02,1
7887704,71,No,0.46,7
6366194,34,No,0.06,5
5117704,6,No,0.22,8
9917094,13,No,0.95,3
4926804,18,No,0.21,3
4875504,22,No,0.27,6
3604104,63,Yes,0.93,2
2227894,29,Yes,0.08,3
3751904,29,Yes,0.74,9
4785694,74,No,0.74,8
5047804,10,Yes,0.87,1
5884894,5,Yes,0.77,6
2832704,22,No,0.66,3
1121704,33,No,0.12,5
4560104,63,No,0.98,6
6892404,64,Yes,0.26,5
6919404,55,Yes,0.41,1
854504,57,Yes,0.29,2
2877604,38,Yes,0.22,3
3810504,44,No,0.82,1
546204,60,Yes,0.38,6
7062804,63,No,0.56,9
2811094,54,Yes,0.36,1
1976194,60,No,0.16,4
6670304,15,No,0.48,1
6079404,16,Yes,0.1,8
2103994,62,No,0.14,3
7989794,45,No,0.11,2
8835994,57,Yes,0.5,9
747704,22,Yes,0.62,7
5652804,55,Yes,0.41,5
935994,54,Yes,0.85,6
4821904,16,No,0.13,4
4553504,43,No,0.06,7
393994,3,No,0.03,3
9071904,17,Yes,0.94,7
1683404,57,No,0.04,7
9242004,67,Yes,0.57,8
8294404,28,No,0.96,8
2779894,33,Yes,0.6,4
2059194,50,Yes,0.9,6
7908994,24,Yes,0.83,4
1754504,22,Yes,0.03,3
8899404,51,No,0.43,5
6613604,3,Yes,0.41,6
932704,37,Yes,0.64,4
9953004,64,Yes,0.93,9
9676894,51,No,0.56,1
5133604,3,No,0.5,5
268504,65,No,0.59,6
9321194,32,Yes,0.84,6
47704,30,No,0.4,1
6424094,28,No,0.31,9
5841904,28,Yes,0.74,7
2012894,39,Yes,0.32,2
1657994,72,No,0.95,5
8500804,37,Yes,0.97,3
67194,63,No,0.69,8
9233504,30,Yes,0.48,8
6607704,9,Yes,0.55,3
7846504,52,Yes,0.42,4
3773904,49,Yes,0.74,2
3207704,61,Yes,0.69,5
7991904,74,Yes,0.77,6
8084804,36,Yes,0.83,9
1757704,24,Yes,0.24,1
106694,29,Yes,0.34,5
17804,32,Yes,0.77,9
2704304,33,Yes,0.86,4
8653004,4,No,0.15,7
8164504,61,No,0.11,7
5473004,10,Yes,0.18,8
3921104,61,Yes,0.66,9
1976194,7,No,0.2,4
4521094,14,No,0.44,9
3110504,19,Yes,0.39,7
1270804,14,No,0.8,9
6480304,16,No,0.08,3
6309404,3,No,0.04,4
5548894,35,No,0.1,1
1398694,60,No,0.53,8
3521304,9,Yes,0.4,1
7446504,29,Yes,0.68,9
3851804,11,Yes,0.62,2
5294204,15,Yes,0.92,2
5809404,26,Yes,0.06,8
2492404,48,No,0.99,3
5596604,39,Yes,0.95,6
5645304,57,No,0.66,2
6901804,1,Yes,0.4,1
3119994,27,Yes,0.05,4
8268504,41,Yes,0.08,7
1824804,59,No,0.23,5
9341804,20,Yes,0.06,8
2599894,20,Yes,0.82,5
6892404,67,Yes,0.29,7
464004,29,No,0.52,5
5173404,49,No,0.34,8
3200904,65,No,0.22,9
9349194,30,Yes,0.25,1
6448404,26,No,0.48,3
5110904,66,No,0.61,4
7331904,56,Yes,0.65,9
1557004,24,Yes,0.85,1
5870404,1,Yes,0.03,6
9605204,55,Yes,0.84,6
3603404,74,No,0.64,7
4586794,42,No,0.92,6
8895404,30,No,0.76,2
7768504,65,Yes,0.11,7
5361204,38,No,0.31,4
4188404,12,Yes,0.54,1
9272504,58,Yes,0.05,4
1170304,52,No,0.18,2
6491194,74,Yes,0.48,2
3316194,27,Yes,0.68,5
9141504,17,No,0.56,5
8845894,4,Yes,0.02,6
7466004,3,Yes,0.69,1
1337194,55,No,0.03,7
8670404,51,Yes,0.98,6
932704,62,No,0.99,5
2552894,9,No,0.33,7
3580004,32,No,0.94,1
6293894,73,Yes,0.46,6
9982994,20,Yes,0.97,9
4971504,45,Yes,0.86,1
6064504,50,No,0.96,2
4743504,34,Yes,0.94,1
1337194,16,No,0.04,2
1571104,68,Yes,0.26,9
6060804,9,No,0.81,5
7529504,25,Yes,0.23,3
8962504,65,No,0.34,3
6344094,30,No,0.34,7
9306504,37,No,0.57,3
5572604,34,Yes,0.65,4
6138404,47,No,0.43,5
783194,32,Yes,0.67,3
4109404,11,No,0.93,5
1119504,74,No,0.11,6
1981904,61,No,0.74,2
2429504,3,No,0.98,8
9793504,63,No,0.09,2
2455894,6,Yes,0.81,3
2171204,57,No,0.67,8
6007404,24,No,0.63,4
7520304,48,No,0.69,4
5945304,30,No,0.72,6
5138804,43,Yes,0.83,2
2455304,60,Yes,0.66,5
6395704,1,No,0.08,4
5957704,59,No,0.15,1
8358894,3,Yes,0.79,8
6630804,30,No,0.68,3
646404,73,Yes,0.71,5
1550094,12,No,0.73,6
6993994,28,Yes,0.54,7
2554804,14,No,0.51,4
705404,66,No,0.8,1
6457994,14,No,0.03,9
2831604,48,No,0.84,3
4351904,43,Yes,0.77,4
1253304,72,Yes,0.45,2
5726304,69,No,0.55,5
4565404,60,No,0.3,2
7273304,38,Yes,0.81,7
3166094,39,No,0.27,5
6097194,71,Yes,0.2,5
2811094,51,Yes,0.73,9
7542804,20,Yes,0.48,5
8132104,60,Yes,0.59,7
739994,9,No,0.68,2
2778704,68,No,0.48,3
4385404,9,No,0.7,1
8343894,73,No,0.45,6
1455794,15,Yes,0.78,4
488694,53,Yes,0.23,6
170404,21,No,0.57,9
6042994,55,No,0.75,4
4565404,40,Yes,0.49,2
6424804,14,No,0.33,3
6424804,23,Yes,0.65,8
6124604,55,Yes,0.5,9
9242004,67,No,0.8,8
7576194,73,No,0.96,4
7881804,67,No,0.92,9
2013404,70,Yes,0.47,1
7713004,63,No,0.56,2
1132094,70,Yes,0.52,1
2912094,32,Yes,0.68,5
8692504,63,Yes,0.39,4
8754804,12,No,0.11,4
3932404,70,No,0.3,7
8666194,14,No,0.85,9
2366094,21,Yes,0.34,7
8343894,59,Yes,0.13,3
1141504,31,No,0.31,6
3922804,2,No,0.23,6
3130804,56,No,0.33,6
8357704,11,No,0.81,7
8017894,48,No,0.04,8
9676894,5,No,0.38,2
8265894,68,Yes,0.77,7
3683404,47,No,0.8,9
7593604,36,No,0.04,6
3291704,8,Yes,0.21,4
2243504,55,Yes,0.92,9
6864504,36,No,0.57,9
7056504,26,No,0.55,2
6317804,74,Yes,0.39,8
8131304,3,Yes,0.94,9
7836804,70,Yes,0.03,6
436804,32,No,0.92,1
7466004,61,Yes,0.33,3
1510304,56,No,0.74,1
7062994,67,Yes,0.02,9
2059794,12,No,0.51,8
3148404,32,No,0.31,1
1811704,60,Yes,0.82,1
5143994,41,No,0.85,4
624104,11,No,0.19,9
1051894,26,Yes,0.88,7
7694404,6,No,0.84,3
3872604,29,Yes,0.73,6
1854004,21,Yes,0.49,5
5044894,56,No,0.95,1
7660094,5,No,0.41,7
6037194,59,No,0.38,7
2403704,33,No,0.94,3
2472804,26,Yes,0.33,1
745504,65,No,0.63,7
2987104,35,No,0.54,5
6007804,46,Yes,0.66,5
3812404,58,No,0.03,8
594404,19,No,0.89,6
936404,37,No,0.49,8
9654304,68,Yes,0.49,5
5365894,51,Yes,0.27,5
5596994,50,No,0.74,9
1482504,33,Yes,0.85,5
8845404,32,Yes,0.19,7
2449404,25,Yes,0.45,8
5078304,56,No,0.74,6
1807904,21,No,0.16,4
8775404,74,No,0.32,9
3074304,62,Yes,0.81,4
1923894,73,Yes,0.89,5
5133604,48,Yes,0.81,2
15894,10,Yes,0.03,8
4670404,56,No,0.69,2
5445894,57,No,0.89,1
1266094,55,Yes,0.18,3
7787504,29,Yes,0.36,4
3296404,45,Yes,0.65,8
4450304,61,No,0.85,5
3929504,33,Yes,0.95,1
2635194,69,Yes,0.53,2
5785704,32,Yes,0.25,7
4849894,67,No,0.44,2
3207704,53,No,0.07,9
7647704,69,No,0.73,9
3945404,16,Yes,0.6,7
994804,29,No,0.55,1
2893504,46,No,0.98,2
7142094,10,Yes,0.74,5
1671004,59,Yes,0.18,9
6321804,12,No,0.63,7
6026804,11,Yes,0.06,8
1011704,37,Yes,0.18,2
6104204,18,Yes,0.25,3
7252904,36,No,0.68,9
6870094,9,No,0.05,9
1762504,53,No,0.91,5
6854904,64,Yes,0.99,1
8304504,61,Yes,0.69,5
8042094,35,Yes,0.83,9
6696704,56,No,0.72,4
4066094,29,Yes,0.7,1
1166094,24,Yes,0.03,6
6634094,71,No,0.64,7
4431904,26,No,0.66,4
967404,38,No,0.39,6
2233504,52,No,0.41,2
2041904,36,No,0.91,6
5459404,37,Yes,0.67,7
3505894,14,No,0.46,7
9347304,37,No,0.1,9
8483194,12,No,0.94,3
3089794,36,No,0.76,2
2492404,61,Yes,0.9,9
2103994,62,No,0.63,9
1981904,36,No,0.51,3
675504,44,No,0.29,8
5213404,32,No,0.31,1
3052004,49,Yes,0.06,9
3922804,16,Yes,0.28,5
8642094,54,Yes,0.19,4
5301504,5,No,0.3,2
9413194,51,Yes,0.62,2
5644604,45,No,0.31,3
6319994,28,Yes,0.91,8
5655304,2,Yes,0.89,8
9609404,63,No,0.78,4
6377404,58,No,0,3
1371904,5,Yes,0.93,7
5547994,40,No,0.51,5
1123804,58,No,0.82,3
3059404,27,Yes,0.43,7
8052994,17,No,0.75,3
240904,29,Yes,0.42,8
5511604,57,No,0.93,3
2952404,31,Yes,0.44,7
6634094,3,Yes,0.52,3
3914894,57,No,0.38,2
2853094,19,Yes,0.91,5
5049894,28,No,0.27,4
5153304,13,No,0.42,2
1121704,39,Yes,0.03,6
6124604,51,No,0.81,2
5933794,22,No,0.58,7
6251804,41,No,0.27,7
8432704,73,No,0.18,5
3324504,70,Yes,0.04,1
2347094,62,No,0.75,8
2303994,23,Yes,0.79,4
9485694,31,Yes,0.04,6
1333194,63,Yes,0.24,4
4504504,24,No,0.58,6
562804,62,Yes,0.7,6
6064504,72,Yes,0.16,7
3322404,10,No,0.71,6
5027704,74,Yes,0.68,3
3520804,1,Yes,0.54,3
1884504,17,No,0.91,2
4754904,2,Yes,0.23,4
6070304,55,No,0.92,9
656904,73,Yes,0.92,4
455194,42,No,0.64,8
5602404,11,No,0.42,7
594404,11,Yes,0.2,2
1443904,15,Yes,0.99,7
4375694,34,Yes,0.13,6
3202194,13,Yes,0.41,5
3286894,47,No,0.65,8
2267704,39,Yes,0.31,3
3014204,46,No,0.98,5
2401404,52,No,0.64,4
2707404,6,Yes,0.39,6
2146504,36,Yes,0.4,5
3604104,36,No,0.84,8
5165094,47,Yes,0.59,4
6269004,58,No,0.18,7
2791704,58,Yes,0.1,8
8762504,35,Yes,0.69,7
6922804,28,No,0.18,2
8409194,12,Yes,0.58,6
7149804,66,Yes,0.92,5
6471504,5,Yes,0.12,8
1738804,5,Yes,0.31,3
5209504,34,Yes,0.49,5
9306094,49,No,0.1,6
4385404,13,Yes,0.55,5
4195504,41,No,0.66,1
5152994,38,Yes,0.99,1
1939094,21,No,0.33,9
4423804,26,No,0.76,6
2753304,60,Yes,0.22,5
5664504,62,No,0.32,6
4355104,40,No,0.49,1
4301604,13,Yes,0.16,5
7520304,35,Yes,0.68,6
4985504,71,Yes,0.89,4
2862604,15,No,0.67,6
1449894,51,Yes,0.74,9
3938804,16,Yes,0.97,4
2552604,49,Yes,0.08,5
930804,47,Yes,0.21,2
3911804,33,Yes,0.59,1
9845994,64,No,0.11,9
6129504,59,Yes,0.62,7
6221704,37,Yes,0.66,6
6134604,15,No,0.9,6
2819404,31,No,0.87,1
2885694,14,No,0.89,5
5367994,66,No,0.47,2
3549104,30,Yes,0.03,9
923504,22,Yes,0.25,2
2684504,61,Yes,0.17,7
2596704,24,Yes,0.88,8
7809194,4,Yes,0.74,7
3549894,9,Yes,0.02,6
4450304,28,Yes,0.8,1
2411804,8,Yes,0.97,2
3307804,26,No,0.58,1
1624604,22,Yes,0.72,2
2156904,15,Yes,0,1
3772604,42,Yes,0.82,4
8741894,21,Yes,0.13,2
5511604,66,Yes,0.21,4
8289894,28,No,0.76,4
3573194,18,No,0.23,3
5939104,42,No,0.19,7
8157804,32,No,0.48,4
1239804,52,Yes,0.44,5
3396704,12,Yes,0.77,9
8673194,3,No,0.86,8
995994,8,Yes,0.77,1
2549404,61,Yes,0.87,4
3863194,42,Yes,0.75,9
8157094,37,No,0.69,2
3906804,37,No,0.35,1
4925894,2,No,0.49,7
3683404,26,No,0.88,8
6747794,20,Yes,0.41,5
2751904,6,Yes,0.93,1
9777194,21,No,0.44,9
9272504,10,Yes,0.42,6
1598004,19,No,1,6
582894,59,Yes,0.88,7
1175504,53,Yes,0.38,2
3255304,73,Yes,0.31,4
4188404,23,Yes,0.91,5
803994,49,Yes,0.84,8
9064304,50,Yes,0.11,2
920304,11,Yes,0.02,2
5884894,17,Yes,0.19,5
7711804,24,No,0.15,6
7555204,42,No,0.84,6
3783504,21,Yes,0.57,6
7897194,63,No,0.44,5
9677404,52,Yes,0.54,2
3254004,66,No,0.24,2
9709004,41,Yes,0.34,5
5165094,48,Yes,0.26,2
3249404,65,No,0.12,5
4349094,38,No,0.9,4
4671804,72,Yes,0.49,3
1873194,65,No,0.17,4
9175504,54,Yes,0.46,7
1277994,62,Yes,0.39,9
5207804,40,Yes,0.8,9
2794804,30,No,0.16,1
1401094,60,Yes,1,1
6864304,14,Yes,0.45,9
9174504,19,No,0.39,5
6922804,14,Yes,0.66,9
1149894,1,No,0.22,6
3638194,42,No,0.74,7
7719194,10,Yes,0.1,9
2587404,46,No,0.35,4
5381604,49,No,0.26,3
9442094,63,No,0.04,5
3070404,45,No,0.84,3
9594804,22,Yes,0.3,4
441894,17,No,0.78,1
1758094,41,No,0.23,7
3069104,22,No,0.84,6
6991194,37,Yes,0.24,8
711094,48,Yes,0.18,5
2853094,43,No,0.56,8
2824894,50,Yes,0.22,2
4761894,31,No,0.03,6
7564504,55,No,0.74,3
5243404,3,Yes,0.4,2
7283504,48,Yes,0.36,7
7926804,60,No,0.92,3
6909004,28,Yes,0.73,1
7955794,59,No,0.27,7
6975504,45,No,0.6,2
5962604,58,Yes,0.59,8
5554804,53,Yes,0.36,9
863304,57,No,0.87,6
8080704,26,Yes,0.74,1
6754504,47,Yes,0.82,6
9405404,34,No,0.96,2
8042094,1,No,0.5,3
9340794,37,No,0.82,1
6336204,35,Yes,0.68,1
783194,57,Yes,0.43,7
2791704,61,Yes,0.1,9
3586304,27,No,0.01,4
1982994,10,No,0.37,2
3584504,6,Yes,0.68,6
4422804,67,Yes,0.17,1
4027904,42,No,0.24,3
4543504,55,No,0.47,3
3722304,73,Yes,0.65,1
7996604,57,No,0.92,4
2063504,49,Yes,0.35,1
4785194,53,Yes,0.64,3
1024604,21,Yes,0.74,4
3173504,71,Yes,0.75,9
944904,23,No,0.13,6
3945104,32,Yes,0.19,8
2922904,38,Yes,0.46,8
6370004,7,Yes,0.01,1
2088894,9,No,0.52,3
6567104,35,No,0.15,6
7555404,27,Yes,0.16,3
4430804,52,No,0.86,7
8834094,35,Yes,0.65,6
1449894,27,Yes,0.95,2
7891704,53,Yes,0.68,8
5475194,54,No,0.54,1
1982994,4,No,0.71,5
3864904,34,Yes,0.12,3
9991104,50,No,0.2,6
5582504,39,No,0.18,5
5456194,47,No,0.24,8
2549404,46,Yes,0.31,9
3286894,62,Yes,0.03,2
1064894,54,No,0.96,9
1647804,19,Yes,0.58,1
6751894,13,No,0.13,3
1883004,20,Yes,0.32,9
7903004,49,Yes,0.99,9
1898694,8,No,0.22,2
7902504,22,No,0.28,7
7057004,13,No,0.28,4
2164504,33,Yes,0.18,5
4136804,11,No,0.91,7
8211804,69,Yes,0.54,5
5018004,13,No,0.88,6
9605204,69,No,0.51,2
8041104,58,Yes,0.4,3
783904,9,Yes,0.42,4
1119504,14,Yes,0.76,7
7932704,6,Yes,0.59,5
3622004,63,No,0.5,5
8215504,38,Yes,0.11,7
5411604,4,Yes,0.35,5
7956194,33,No,0.55,7
5845604,15,Yes,0.4,5
7072604,57,Yes,0.28,4
8449194,13,Yes,0.81,6
6987194,62,Yes,0.13,4
4409704,60,No,0.14,1
325694,46,No,0.4,7
9057094,50,Yes,0.99,7
4968504,24,No,0.42,3
7670304,14,No,0.04,6
9272504,51,No,0.72,9
5037204,30,No,0.03,2
3405894,32,No,0.43,4
2813994,67,No,0.93,8
288694,52,No,0.02,8
7449094,15,No,0.96,1
7242904,35,No,0.19,6
7973404,67,No,0.86,2
4785194,71,No,0.35,4
8729504,60,Yes,0.57,9
6391704,66,No,0.46,6
364304,17,No,0.34,8
3249404,17,Yes,0.94,2
1556194,66,No,0.26,8
6119304,66,No,0.96,6
9132104,54,No,0.02,9
5715804,38,No,0.16,1
5746204,42,Yes,0.82,4
4826194,50,Yes,0.6,7
8446404,34,Yes,0.29,9
3519304,36,No,0.67,4
7836804,18,Yes,0.79,2
4373304,33,No,0.82,2
7242904,58,No,0.11,8
6901804,24,No,0.15,2
2896604,51,No,0.89,5
5320604,32,No,0.01,3
670104,38,Yes,0.8,6
8425104,58,Yes,0.1,1
5664504,27,Yes,0.55,8
3352004,5,No,0.03,9
8742804,48,Yes,0.06,8
7430194,8,Yes,0.42,7
3194804,44,No,0.03,8
5108194,23,Yes,0.43,8
8224894,27,Yes,0.74,6
6374304,33,Yes,0.15,1
2020804,58,Yes,0.54,3
6538804,41,No,0.38,3
1150804,54,No,0.7,9
8015204,65,Yes,0.88,2
3489794,7,Yes,1,6
5739194,20,No,0.96,7
4010304,18,No,0.19,9
6241894,52,No,0.03,6
393994,40,Yes,0.07,7
2733794,5,Yes,1,6
266004,34,Yes,0.81,1
3744004,64,No,0.42,9
9896704,2,No,0.69,9
1622404,11,Yes,0.22,9
3292994,37,Yes,0.11,4
5976304,27,Yes,0.94,8
426304,33,No,0.78,8
2863704,5,Yes,0.83,7
5602194,14,No,0.21,5
8527904,31,Yes,0.96,3
9109094,64,Yes,0.07,4
1983504,50,Yes,0.94,3
5736404,72,Yes,0.81,9
3029504,51,No,0.6,4
5748404,7,Yes,0.59,5
870604,46,Yes,0.13,9
745504,36,No,0.94,3
9911704,30,No,0.76,3
3767704,65,Yes,0.95,6
5415804,67,Yes,0.33,3
2738404,20,No,0.4,9
934094,43,No,0.38,2
9375504,27,No,0.1,9
8834094,30,No,0.28,4
635404,66,Yes,0.26,1
6004804,18,No,0.39,1
3456404,72,No,0.6,8
9436204,57,Yes,0.97,6
7809004,66,Yes,0.97,8
7370304,10,No,0.27,6
3074304,58,Yes,0.72,2
7370304,21,Yes,0.63,9
7142994,63,Yes,0.67,2
4403994,14,No,0.59,8
8845404,17,No,0.86,3
933804,59,No,0.81,4
9059194,25,Yes,0.88,2
8974504,38,Yes,0.42,6
3277994,50,No,0.78,7
5652804,42,Yes,0.34,1
3971504,57,Yes,0.49,7
1133894,44,Yes,0.34,7
9459894,8,Yes,0.59,4
4741894,6,No,0.49,1
1607804,29,Yes,0.51,6
9837304,14,Yes,0.24,3
9666194,9,Yes,0.71,4
