customer_id,gender,income_level,location,last_activity_date
6429894,Unknown,High,Australian Capital Territory,2025-01-09
7897194,Unknown,Medium,Victoria,2025-01-09
3950094,Unknown,High,Australian Capital Territory,2025-01-09
6770304,Unknown,Low,South Australia,2025-01-10
2441804,Unknown,High,Western Australia,2025-01-10
3277994,Female,Low,Victoria,2025-01-10
8342404,Unknown,Medium,Victoria,2025-01-10
4761894,Unknown,High,Tasmania,2025-01-10
5749894,Unknown,Medium,Tasmania,2025-01-10
6825894,Unknown,Low,New South Wales,2025-01-10
6485404,Unknown,High,Australian Capital Territory,2025-01-10
5739194,Unknown,Low,Australian Capital Territory,2025-01-11
3511094,Unknown,High,Western Australia,2025-01-11
5475194,Unknown,Medium,Victoria,2025-01-11
3045304,Female,Low,South Australia,2025-01-11
9262304,Unknown,Medium,New South Wales,2025-01-11
994804,Unknown,High,South Australia,2025-01-11
2753304,Unknown,Medium,South Australia,2025-01-12
1693994,Unknown,Medium,New South Wales,2025-01-12
9071904,Unknown,Medium,New South Wales,2025-01-12
9618704,Unknown,Low,Queensland,2025-01-12
2655304,Unknown,Low,South Australia,2025-01-12
8310304,Female,Medium,South Australia,2025-01-12
5965694,Unknown,Low,Tasmania,2025-01-13
2027304,Unknown,Medium,Northern Territory,2025-01-13
2243504,Unknown,Medium,New South Wales,2025-01-13
6593894,Unknown,Medium,Victoria,2025-01-13
7137404,Unknown,Medium,Queensland,2025-01-13
3042704,Unknown,High,Tasmania,2025-01-13
4743504,Female,Low,Queensland,2025-01-13
815804,Unknown,Low,New South Wales,2025-01-14
6468704,Unknown,Medium,Northern Territory,2025-01-14
7801704,Unknown,Low,New South Wales,2025-01-14
1673704,Unknown,Low,New South Wales,2025-01-14
9154004,Unknown,Low,Western Australia,2025-01-14
5721304,Female,High,Queensland,2025-01-14
6209304,Male,High,South Australia,2025-01-14
5990094,Unknown,Medium,New South Wales,2025-01-14
3119994,Unknown,Medium,Tasmania,2025-01-14
6062894,Unknown,Medium,South Australia,2025-01-15
4352094,Unknown,High,South Australia,2025-01-15
1783804,Unknown,Low,Northern Territory,2025-01-15
9777194,Unknown,Medium,Tasmania,2025-01-15
3743804,Unknown,Medium,Northern Territory,2025-01-15
2824894,Unknown,Low,South Australia,2025-01-15
2733794,Unknown,Medium,Tasmania,2025-01-15
2094894,Unknown,High,New South Wales,2025-01-15
3779894,Unknown,Low,South Australia,2025-01-16
5792404,Unknown,Medium,Western Australia,2025-01-16
535804,Unknown,Low,Tasmania,2025-01-16
8767994,Unknown,High,Tasmania,2025-01-16
6751894,Unknown,High,Australian Capital Territory,2025-01-16
5271504,Unknown,High,Western Australia,2025-01-16
4581504,Unknown,Medium,Queensland,2025-01-16
225804,Unknown,Low,Australian Capital Territory,2025-01-16
1923894,Unknown,Medium,Australian Capital Territory,2025-01-16
9605204,Unknown,Medium,Tasmania,2025-01-16
3967404,Unknown,Low,Queensland,2025-01-16
5011404,Unknown,High,Queensland,2025-01-16
1017304,Unknown,Medium,Queensland,2025-01-16
3187194,Unknown,Medium,Australian Capital Territory,2025-01-16
6712704,Unknown,Low,Northern Territory,2025-01-16
2207404,Unknown,Low,Queensland,2025-01-16
1613804,Female,Low,South Australia,2025-01-16
5070504,Unknown,High,New South Wales,2025-01-17
5286304,Unknown,Low,Queensland,2025-01-17
6756194,Unknown,High,Victoria,2025-01-17
5191804,Unknown,Medium,Australian Capital Territory,2025-01-17
3116804,Unknown,Medium,Northern Territory,2025-01-17
3853804,Female,Low,Western Australia,2025-01-17
16804,Unknown,High,Victoria,2025-01-17
6274304,Unknown,High,South Australia,2025-01-18
4324604,Female,Low,Tasmania,2025-01-18
9926904,Unknown,High,Australian Capital Territory,2025-01-18
7434404,Unknown,Low,Tasmania,2025-01-18
216804,Unknown,Medium,Australian Capital Territory,2025-01-18
9505804,Unknown,Low,Tasmania,2025-01-19
7027304,Unknown,Medium,New South Wales,2025-01-19
4620804,Unknown,High,Western Australia,2025-01-19
8267204,Unknown,Medium,New South Wales,2025-01-19
3176194,Unknown,Medium,Northern Territory,2025-01-19
2327894,Unknown,Medium,South Australia,2025-01-19
4805804,Unknown,Medium,Australian Capital Territory,2025-01-19
9513804,Unknown,Medium,Victoria,2025-01-19
1123804,Unknown,Medium,Australian Capital Territory,2025-01-19
7830804,Unknown,Low,South Australia,2025-01-19
436804,Unknown,Medium,South Australia,2025-01-20
2496404,Unknown,High,South Australia,2025-01-20
6258504,Unknown,Low,Tasmania,2025-01-20
7119994,Unknown,Medium,Queensland,2025-01-20
5209404,Unknown,High,Queensland,2025-01-20
7945404,Unknown,Medium,New South Wales,2025-01-20
5236804,Unknown,Medium,Queensland,2025-01-20
7081704,Unknown,Medium,Victoria,2025-01-20
7315894,Female,High,Western Australia,2025-01-20
6524804,Unknown,Low,Northern Territory,2025-01-20
9995194,Unknown,Low,Queensland,2025-01-20
4647404,Unknown,Medium,Northern Territory,2025-01-21
6869894,Unknown,Medium,Victoria,2025-01-21
5748404,Female,High,South Australia,2025-01-21
7851504,Unknown,Low,Tasmania,2025-01-21
7072504,Unknown,Low,Tasmania,2025-01-21
1224604,Female,Medium,Victoria,2025-01-21
4498794,Unknown,High,Northern Territory,2025-01-21
4721794,Unknown,Medium,Western Australia,2025-01-22
2631504,Unknown,High,Queensland,2025-01-22
2707404,Unknown,High,Queensland,2025-01-22
6429994,Female,Low,Tasmania,2025-01-22
8052994,Unknown,Medium,Northern Territory,2025-01-22
2309404,Unknown,High,Western Australia,2025-01-22
9493604,Unknown,High,Victoria,2025-01-22
6174504,Male,High,Northern Territory,2025-01-22
4835994,Unknown,Medium,Northern Territory,2025-01-22
6387404,Unknown,Medium,Queensland,2025-01-22
4205804,Unknown,Medium,Tasmania,2025-01-22
1918404,Unknown,High,New South Wales,2025-01-23
3486804,Unknown,High,Australian Capital Territory,2025-01-23
3256804,Unknown,Low,Western Australia,2025-01-23
1856804,Unknown,Low,Northern Territory,2025-01-23
7769194,Unknown,High,New South Wales,2025-01-23
6634094,Unknown,High,Tasmania,2025-01-23
4367304,Unknown,Medium,Victoria,2025-01-23
3246804,Unknown,High,Western Australia,2025-01-23
7343404,Unknown,Medium,South Australia,2025-01-24
2081804,Male,High,South Australia,2025-01-24
4340804,Female,High,South Australia,2025-01-24
9696804,Unknown,Medium,Western Australia,2025-01-24
6762504,Unknown,Low,South Australia,2025-01-24
6375894,Unknown,Low,Australian Capital Territory,2025-01-24
6956504,Unknown,Low,Queensland,2025-01-24
4596804,Unknown,High,Victoria,2025-01-24
3202194,Unknown,High,Australian Capital Territory,2025-01-24
6957204,Unknown,High,South Australia,2025-01-24
3954004,Unknown,High,South Australia,2025-01-24
2324704,Unknown,Medium,Western Australia,2025-01-24
6657994,Unknown,Medium,Western Australia,2025-01-24
5943804,Unknown,High,Australian Capital Territory,2025-01-24
4578304,Unknown,Low,Tasmania,2025-01-25
9996804,Unknown,High,Northern Territory,2025-01-25
1007804,Unknown,Medium,Western Australia,2025-01-25
6853604,Unknown,Medium,South Australia,2025-01-25
7804,Unknown,Medium,Victoria,2025-01-25
3417704,Unknown,Medium,New South Wales,2025-01-25
2207804,Unknown,High,Western Australia,2025-01-25
8876304,Unknown,High,South Australia,2025-01-25
6166194,Unknown,Low,New South Wales,2025-01-25
1663704,Unknown,High,Victoria,2025-01-25
4695404,Unknown,Low,Northern Territory,2025-01-25
6776804,Unknown,Medium,New South Wales,2025-01-25
8419994,Unknown,High,Queensland,2025-01-25
3677404,Unknown,Medium,New South Wales,2025-01-26
5165094,Unknown,High,Tasmania,2025-01-26
9384804,Unknown,Medium,Queensland,2025-01-26
3252604,Unknown,Low,Western Australia,2025-01-26
2010504,Unknown,Medium,Australian Capital Territory,2025-01-26
9994894,Unknown,Low,Northern Territory,2025-01-26
2712804,Unknown,High,Australian Capital Territory,2025-01-26
1965894,Unknown,High,Western Australia,2025-01-26
7276094,Unknown,Medium,Northern Territory,2025-01-26
2235004,Unknown,Medium,Queensland,2025-01-26
4401404,Unknown,Low,Australian Capital Territory,2025-01-26
2548404,Female,Low,New South Wales,2025-01-26
3767704,Unknown,Low,Australian Capital Territory,2025-01-26
2373704,Unknown,Medium,New South Wales,2025-01-26
4417704,Unknown,Medium,New South Wales,2025-01-27
5554804,Unknown,High,Australian Capital Territory,2025-01-27
4102804,Unknown,Medium,Western Australia,2025-01-27
3217804,Unknown,High,Western Australia,2025-01-27
4007304,Unknown,Low,Queensland,2025-01-27
7389404,Unknown,Low,Northern Territory,2025-01-27
17804,Unknown,Medium,Queensland,2025-01-27
3532094,Female,Medium,Northern Territory,2025-01-27
5290604,Male,High,Northern Territory,2025-01-27
6912404,Female,High,Victoria,2025-01-27
5835404,Unknown,Medium,Australian Capital Territory,2025-01-27
4665194,Unknown,Low,New South Wales,2025-01-27
5424094,Unknown,High,Australian Capital Territory,2025-01-28
2905894,Unknown,High,South Australia,2025-01-28
7345604,Unknown,Low,Northern Territory,2025-01-28
4564904,Female,Low,Tasmania,2025-01-28
5342994,Unknown,Low,Australian Capital Territory,2025-01-28
6993994,Unknown,High,Tasmania,2025-01-28
6522304,Unknown,High,South Australia,2025-01-29
1755404,Male,High,Western Australia,2025-01-29
4004194,Unknown,High,Northern Territory,2025-01-29
8409194,Unknown,High,Victoria,2025-01-29
3863194,Unknown,Medium,Victoria,2025-01-29
7361804,Unknown,Low,New South Wales,2025-01-29
3307804,Unknown,Low,South Australia,2025-01-29
7799404,Unknown,High,Australian Capital Territory,2025-01-29
1724794,Unknown,High,New South Wales,2025-01-29
2502704,Unknown,High,Australian Capital Territory,2025-01-30
2525194,Unknown,High,Queensland,2025-01-30
1647804,Unknown,High,Victoria,2025-01-30
3009994,Female,High,Tasmania,2025-01-30
8432704,Unknown,High,Western Australia,2025-01-30
4592994,Unknown,Medium,Queensland,2025-01-30
4135404,Unknown,High,Tasmania,2025-01-30
5047804,Unknown,Low,Tasmania,2025-01-30
422404,Male,High,New South Wales,2025-01-30
705404,Unknown,High,New South Wales,2025-01-30
9556504,Unknown,Medium,Victoria,2025-01-30
6193194,Unknown,Low,Australian Capital Territory,2025-01-30
4039504,Unknown,Low,Tasmania,2025-01-31
7156504,Unknown,High,South Australia,2025-01-31
4347794,Unknown,Medium,Victoria,2025-01-31
1884504,Unknown,High,South Australia,2025-01-31
3033504,Unknown,Low,Western Australia,2025-01-31
7955794,Female,Medium,Tasmania,2025-01-31
7633504,Unknown,Low,South Australia,2025-01-31
138804,Unknown,Medium,New South Wales,2025-01-31
6524604,Unknown,Medium,Victoria,2025-01-31
2072504,Unknown,Medium,Victoria,2025-02-01
9438804,Unknown,Medium,Tasmania,2025-02-01
9226304,Unknown,Medium,Tasmania,2025-02-01
9323094,Unknown,Low,Northern Territory,2025-02-01
9242504,Unknown,Medium,Queensland,2025-02-01
5948804,Unknown,Medium,Australian Capital Territory,2025-02-02
6911304,Unknown,Medium,South Australia,2025-02-02
5884894,Unknown,Medium,Tasmania,2025-02-02
2753704,Unknown,High,Victoria,2025-02-02
7549404,Unknown,Low,Victoria,2025-02-02
9341804,Unknown,Low,Northern Territory,2025-02-02
9617894,Unknown,Low,Australian Capital Territory,2025-02-02
7402404,Unknown,High,Western Australia,2025-02-02
2969404,Unknown,Low,Australian Capital Territory,2025-02-02
4670404,Unknown,High,Western Australia,2025-02-02
9321194,Unknown,Medium,New South Wales,2025-02-02
5415804,Unknown,Medium,Tasmania,2025-02-02
4837794,Unknown,High,Australian Capital Territory,2025-02-02
2458804,Unknown,Medium,Victoria,2025-02-03
9083504,Male,Medium,Western Australia,2025-02-03
7142094,Unknown,Medium,New South Wales,2025-02-03
9837304,Unknown,High,New South Wales,2025-02-03
5726304,Unknown,Medium,New South Wales,2025-02-03
3338404,Unknown,Medium,South Australia,2025-02-03
6224604,Female,High,South Australia,2025-02-03
4164504,Unknown,Medium,Western Australia,2025-02-03
7344804,Unknown,Medium,South Australia,2025-02-03
5204504,Male,Medium,Victoria,2025-02-03
2547994,Female,Medium,Tasmania,2025-02-03
4724404,Unknown,High,Queensland,2025-02-03
2767704,Unknown,High,Queensland,2025-02-03
6880094,Female,High,Northern Territory,2025-02-04
5957704,Unknown,High,Tasmania,2025-02-04
8977404,Unknown,Medium,New South Wales,2025-02-04
3773404,Unknown,Low,South Australia,2025-02-04
9347304,Male,Medium,South Australia,2025-02-04
5403794,Unknown,High,New South Wales,2025-02-04
6118704,Female,Medium,South Australia,2025-02-04
9456194,Unknown,Medium,Victoria,2025-02-04
6991194,Unknown,Medium,Queensland,2025-02-04
3140194,Unknown,Low,Australian Capital Territory,2025-02-05
8877404,Unknown,Medium,Victoria,2025-02-05
1863804,Unknown,Medium,Australian Capital Territory,2025-02-05
7176094,Unknown,Low,Australian Capital Territory,2025-02-05
5991704,Unknown,Medium,New South Wales,2025-02-05
6806094,Unknown,High,Northern Territory,2025-02-05
5812404,Male,Medium,New South Wales,2025-02-05
9902994,Unknown,High,Queensland,2025-02-05
5135304,Unknown,Medium,Western Australia,2025-02-05
3255304,Unknown,Medium,Western Australia,2025-02-05
9905804,Male,High,Northern Territory,2025-02-05
3509404,Unknown,Medium,Tasmania,2025-02-05
7755194,Unknown,Medium,Tasmania,2025-02-06
8888804,Unknown,Low,Western Australia,2025-02-06
9661894,Unknown,Medium,Western Australia,2025-02-06
5453304,Unknown,Low,Victoria,2025-02-06
5411604,Unknown,Medium,Australian Capital Territory,2025-02-06
2082804,Unknown,Low,Australian Capital Territory,2025-02-06
9721804,Female,Low,Queensland,2025-02-06
888804,Unknown,Low,Western Australia,2025-02-06
9345404,Unknown,Medium,Northern Territory,2025-02-06
7916404,Male,Low,Tasmania,2025-02-06
2885694,Unknown,Medium,Australian Capital Territory,2025-02-06
3190604,Unknown,Medium,Western Australia,2025-02-07
5362894,Unknown,High,Western Australia,2025-02-07
1786404,Unknown,Low,South Australia,2025-02-07
6374304,Unknown,Medium,New South Wales,2025-02-07
9306094,Unknown,Low,New South Wales,2025-02-07
704194,Unknown,Medium,Australian Capital Territory,2025-02-07
6787604,Male,Medium,Western Australia,2025-02-07
8624604,Unknown,Low,New South Wales,2025-02-07
5929504,Male,High,Queensland,2025-02-07
6323304,Unknown,Low,Western Australia,2025-02-07
5129504,Unknown,Medium,Tasmania,2025-02-07
9719804,Unknown,High,Queensland,2025-02-07
5129804,Unknown,Medium,South Australia,2025-02-07
7473404,Unknown,High,Queensland,2025-02-07
6562804,Unknown,Medium,New South Wales,2025-02-07
612404,Unknown,Medium,Queensland,2025-02-07
9422804,Unknown,High,Northern Territory,2025-02-07
1072604,Unknown,Medium,Australian Capital Territory,2025-02-07
1129804,Unknown,High,New South Wales,2025-02-08
370094,Unknown,High,Queensland,2025-02-08
2165194,Unknown,Medium,South Australia,2025-02-08
9677404,Unknown,Medium,Northern Territory,2025-02-08
6434094,Unknown,Low,Northern Territory,2025-02-08
6315804,Unknown,High,Australian Capital Territory,2025-02-08
9159804,Unknown,Medium,Northern Territory,2025-02-08
1239804,Unknown,Medium,Victoria,2025-02-08
6064504,Unknown,Medium,New South Wales,2025-02-08
4349094,Unknown,High,Australian Capital Territory,2025-02-08
7357404,Unknown,Low,Western Australia,2025-02-08
5617804,Unknown,Low,Queensland,2025-02-08
3355404,Unknown,Medium,Queensland,2025-02-08
1985404,Unknown,Low,Queensland,2025-02-09
7247094,Unknown,High,New South Wales,2025-02-09
8705804,Unknown,Medium,Western Australia,2025-02-09
6408404,Unknown,Medium,Australian Capital Territory,2025-02-09
5363304,Unknown,Medium,Northern Territory,2025-02-09
529994,Unknown,High,Victoria,2025-02-09
6783404,Unknown,Low,Tasmania,2025-02-09
3659804,Unknown,Low,Northern Territory,2025-02-09
5908704,Unknown,High,Queensland,2025-02-10
8650094,Unknown,Medium,Australian Capital Territory,2025-02-10
7416804,Unknown,Low,Northern Territory,2025-02-10
5772604,Male,Medium,Western Australia,2025-02-10
6471504,Unknown,High,Queensland,2025-02-10
6971504,Unknown,Medium,Australian Capital Territory,2025-02-10
9405404,Unknown,Low,Victoria,2025-02-10
7809194,Unknown,Medium,Tasmania,2025-02-10
7009404,Female,High,Victoria,2025-02-10
7452504,Unknown,High,New South Wales,2025-02-10
4676194,Unknown,High,Northern Territory,2025-02-10
1363504,Unknown,Low,Northern Territory,2025-02-10
1738504,Unknown,Low,Tasmania,2025-02-10
8169404,Unknown,Medium,Queensland,2025-02-10
1482504,Unknown,High,Victoria,2025-02-10
5065894,Unknown,Medium,New South Wales,2025-02-11
8199794,Unknown,Medium,New South Wales,2025-02-11
8541804,Unknown,Medium,Queensland,2025-02-11
1757704,Unknown,Low,Australian Capital Territory,2025-02-11
5980604,Unknown,High,Tasmania,2025-02-11
8137304,Unknown,Medium,Victoria,2025-02-11
3105504,Unknown,High,Western Australia,2025-02-11
2684504,Unknown,Medium,Australian Capital Territory,2025-02-12
2663304,Unknown,Low,Tasmania,2025-02-12
8765894,Unknown,High,South Australia,2025-02-12
9658304,Unknown,Medium,Queensland,2025-02-12
5133604,Unknown,High,New South Wales,2025-02-12
3278404,Unknown,Low,Northern Territory,2025-02-12
7817904,Unknown,Medium,Tasmania,2025-02-12
764304,Unknown,Low,Victoria,2025-02-12
5070994,Unknown,High,Queensland,2025-02-12
6454504,Unknown,Low,Australian Capital Territory,2025-02-12
2749894,Unknown,Low,Queensland,2025-02-12
2455304,Unknown,Low,South Australia,2025-02-12
9560904,Unknown,Low,Tasmania,2025-02-12
4482804,Unknown,High,Australian Capital Territory,2025-02-12
5021504,Unknown,High,Australian Capital Territory,2025-02-12
8876194,Unknown,Low,Western Australia,2025-02-12
863304,Female,Low,Queensland,2025-02-13
80904,Unknown,Low,Queensland,2025-02-13
6344094,Unknown,Low,Western Australia,2025-02-13
4681404,Unknown,Medium,Tasmania,2025-02-13
8673194,Unknown,Medium,New South Wales,2025-02-13
2003404,Unknown,Low,Victoria,2025-02-13
8668504,Unknown,Low,Western Australia,2025-02-13
5052604,Unknown,High,South Australia,2025-02-13
2145894,Unknown,Low,Victoria,2025-02-13
2007804,Unknown,Medium,Queensland,2025-02-13
4821904,Unknown,Medium,Queensland,2025-02-13
2358894,Unknown,Medium,South Australia,2025-02-13
4755194,Unknown,Medium,New South Wales,2025-02-14
6057094,Unknown,Low,Northern Territory,2025-02-14
2041904,Unknown,High,Victoria,2025-02-14
3169404,Unknown,Low,Tasmania,2025-02-14
3767404,Unknown,Low,Tasmania,2025-02-14
4180404,Unknown,Medium,New South Wales,2025-02-14
8317804,Unknown,High,Northern Territory,2025-02-14
7144804,Female,High,Western Australia,2025-02-14
3932404,Unknown,Medium,Tasmania,2025-02-15
2264804,Unknown,High,Queensland,2025-02-15
3241904,Unknown,High,Tasmania,2025-02-15
1677194,Female,Medium,Queensland,2025-02-15
5574804,Unknown,Medium,Victoria,2025-02-15
6167994,Unknown,High,Victoria,2025-02-15
8051904,Unknown,High,Queensland,2025-02-15
5557994,Unknown,Low,Western Australia,2025-02-15
4952304,Unknown,Low,Queensland,2025-02-15
2571504,Unknown,Low,Northern Territory,2025-02-15
6585404,Unknown,High,Tasmania,2025-02-15
5135194,Unknown,Medium,Australian Capital Territory,2025-02-15
6025194,Unknown,Low,Tasmania,2025-02-15
7326304,Unknown,Medium,South Australia,2025-02-15
7846504,Female,Low,Queensland,2025-02-15
2927804,Unknown,Medium,Western Australia,2025-02-16
4079804,Unknown,High,Western Australia,2025-02-16
6632804,Male,Low,Northern Territory,2025-02-16
5418194,Unknown,Medium,Western Australia,2025-02-16
1992894,Unknown,Medium,New South Wales,2025-02-16
3292994,Unknown,High,Tasmania,2025-02-16
3810304,Unknown,Low,Queensland,2025-02-16
2221094,Female,Medium,Australian Capital Territory,2025-02-16
2758894,Male,Low,Tasmania,2025-02-17
5007804,Unknown,High,New South Wales,2025-02-17
5361504,Unknown,Medium,Queensland,2025-02-17
5585694,Unknown,Medium,Tasmania,2025-02-17
3097194,Unknown,High,Tasmania,2025-02-17
9548804,Unknown,High,Western Australia,2025-02-17
7942404,Unknown,Medium,Tasmania,2025-02-17
1445994,Male,Low,Tasmania,2025-02-17
5933894,Unknown,Low,Victoria,2025-02-17
2501704,Unknown,Medium,Northern Territory,2025-02-17
1371904,Unknown,Low,Australian Capital Territory,2025-02-18
7736804,Unknown,High,Tasmania,2025-02-18
7647704,Unknown,Medium,Northern Territory,2025-02-18
5867404,Unknown,Medium,Northern Territory,2025-02-18
9762894,Male,Medium,New South Wales,2025-02-18
6833804,Female,Low,Northern Territory,2025-02-19
3655404,Unknown,Medium,Northern Territory,2025-02-19
3519304,Male,High,Western Australia,2025-02-19
8524604,Unknown,High,Australian Capital Territory,2025-02-19
5511704,Male,Medium,Western Australia,2025-02-19
5194804,Unknown,Low,Queensland,2025-02-19
5372604,Male,High,New South Wales,2025-02-19
2137694,Unknown,High,South Australia,2025-02-19
9223804,Unknown,High,Tasmania,2025-02-19
8247304,Unknown,High,Victoria,2025-02-19
6043404,Unknown,Medium,Northern Territory,2025-02-19
6864504,Unknown,High,Tasmania,2025-02-20
202904,Female,Low,Australian Capital Territory,2025-02-20
8752004,Unknown,Low,Northern Territory,2025-02-20
3024704,Unknown,Low,Northern Territory,2025-02-20
6533704,Unknown,Low,New South Wales,2025-02-20
9593404,Unknown,High,Australian Capital Territory,2025-02-20
4001404,Unknown,Low,Western Australia,2025-02-20
2316304,Unknown,Low,Western Australia,2025-02-20
3067204,Unknown,Medium,Western Australia,2025-02-20
1889894,Unknown,High,New South Wales,2025-02-20
6183194,Unknown,Medium,Northern Territory,2025-02-20
9041904,Unknown,Low,Northern Territory,2025-02-21
4975404,Unknown,Medium,Victoria,2025-02-21
2974504,Male,Low,Queensland,2025-02-21
8664504,Unknown,Low,Australian Capital Territory,2025-02-21
8219404,Unknown,High,New South Wales,2025-02-21
8251894,Female,Low,Tasmania,2025-02-21
7912804,Unknown,Medium,Victoria,2025-02-21
4243794,Unknown,Low,Tasmania,2025-02-21
8230194,Unknown,Medium,Tasmania,2025-02-21
2916304,Unknown,Low,Australian Capital Territory,2025-02-21
7062804,Unknown,Medium,Victoria,2025-02-21
6030794,Unknown,High,Northern Territory,2025-02-21
9917094,Unknown,Low,Victoria,2025-02-21
4124604,Unknown,Low,Tasmania,2025-02-22
5459404,Unknown,Medium,Australian Capital Territory,2025-02-22
2999794,Unknown,Medium,Western Australia,2025-02-22
9672904,Unknown,Medium,Northern Territory,2025-02-22
556504,Unknown,Low,Victoria,2025-02-22
4451894,Unknown,High,Queensland,2025-02-22
643194,Unknown,High,Victoria,2025-02-22
2993504,Unknown,Medium,New South Wales,2025-02-22
7252994,Unknown,Medium,New South Wales,2025-02-22
9409404,Unknown,Medium,South Australia,2025-02-22
1342404,Unknown,Medium,South Australia,2025-02-22
8151804,Unknown,Medium,Australian Capital Territory,2025-02-22
1762604,Unknown,Low,Victoria,2025-02-22
1724404,Unknown,Medium,South Australia,2025-02-22
1733094,Unknown,Low,Queensland,2025-02-22
7281804,Unknown,Low,Victoria,2025-02-23
8574894,Unknown,Medium,Tasmania,2025-02-23
62904,Unknown,Medium,Queensland,2025-02-23
3174304,Unknown,Medium,Queensland,2025-02-23
9750094,Unknown,Medium,Queensland,2025-02-23
4049404,Unknown,Medium,Queensland,2025-02-23
1683404,Unknown,High,New South Wales,2025-02-23
4645194,Unknown,Medium,Australian Capital Territory,2025-02-23
3070404,Unknown,Low,Northern Territory,2025-02-23
7283504,Unknown,High,Australian Capital Territory,2025-02-23
9666194,Unknown,Medium,Northern Territory,2025-02-23
5675704,Unknown,Low,Queensland,2025-02-23
7461904,Unknown,High,Australian Capital Territory,2025-02-23
3573194,Unknown,Medium,New South Wales,2025-02-23
1810504,Unknown,Medium,Queensland,2025-02-23
6193994,Unknown,High,New South Wales,2025-02-24
7647094,Unknown,Medium,Western Australia,2025-02-24
3521304,Male,Low,New South Wales,2025-02-24
9855304,Unknown,Medium,Australian Capital Territory,2025-02-24
7012404,Unknown,Low,Northern Territory,2025-02-24
372904,Unknown,Medium,Australian Capital Territory,2025-02-25
3401404,Unknown,High,Tasmania,2025-02-25
4525304,Unknown,High,Tasmania,2025-02-25
5408804,Unknown,Medium,Western Australia,2025-02-25
7773804,Unknown,Medium,Western Australia,2025-02-25
3166094,Unknown,Medium,South Australia,2025-02-25
1852904,Unknown,High,Tasmania,2025-02-25
3270994,Unknown,Medium,Victoria,2025-02-25
2088894,Unknown,High,Australian Capital Territory,2025-02-25
3820504,Unknown,High,Tasmania,2025-02-25
4123894,Unknown,High,Western Australia,2025-02-26
6027904,Unknown,Medium,New South Wales,2025-02-26
5573704,Unknown,High,New South Wales,2025-02-26
7129804,Unknown,Medium,Queensland,2025-02-26
7923804,Unknown,Medium,New South Wales,2025-02-26
7432604,Unknown,Low,Australian Capital Territory,2025-02-26
4939094,Unknown,High,Australian Capital Territory,2025-02-26
1443904,Unknown,High,South Australia,2025-02-27
6704,Unknown,Low,Tasmania,2025-02-27
5200504,Unknown,High,Northern Territory,2025-02-27
2705194,Unknown,High,South Australia,2025-02-27
2784404,Unknown,Medium,New South Wales,2025-02-27
2333504,Unknown,High,South Australia,2025-02-27
4917304,Unknown,Medium,South Australia,2025-02-27
4543504,Unknown,Medium,Western Australia,2025-02-27
4373304,Unknown,Medium,Australian Capital Territory,2025-02-27
2833894,Unknown,Low,Western Australia,2025-02-27
3456504,Unknown,High,Victoria,2025-02-27
3442894,Unknown,High,Australian Capital Territory,2025-02-27
2146404,Unknown,Low,Northern Territory,2025-02-27
3751904,Unknown,Medium,Victoria,2025-02-27
7234894,Female,Low,Australian Capital Territory,2025-02-27
8688804,Unknown,High,New South Wales,2025-02-27
6770804,Unknown,Medium,Northern Territory,2025-02-28
9061704,Unknown,Medium,Western Australia,2025-02-28
1947794,Unknown,Medium,South Australia,2025-02-28
5063904,Unknown,Medium,Victoria,2025-02-28
4665894,Unknown,Medium,Queensland,2025-02-28
5911804,Unknown,Medium,Queensland,2025-02-28
4092804,Unknown,High,Tasmania,2025-02-28
7935994,Unknown,Medium,New South Wales,2025-02-28
6031704,Unknown,Low,Western Australia,2025-02-28
9372604,Unknown,Low,Victoria,2025-02-28
3673704,Unknown,Medium,South Australia,2025-02-28
1976194,Unknown,Medium,Northern Territory,2025-03-01
5701994,Unknown,Low,Tasmania,2025-03-01
9247304,Unknown,High,Queensland,2025-03-01
9770504,Unknown,Medium,Australian Capital Territory,2025-03-01
2151894,Unknown,Low,Tasmania,2025-03-01
1694404,Unknown,Medium,Northern Territory,2025-03-01
2103994,Unknown,Medium,Queensland,2025-03-01
4055194,Unknown,Medium,Australian Capital Territory,2025-03-01
8692504,Unknown,Medium,Victoria,2025-03-01
5247304,Unknown,Medium,Tasmania,2025-03-01
7377604,Unknown,Low,Western Australia,2025-03-01
9994804,Unknown,High,Tasmania,2025-03-01
3604504,Unknown,Medium,Northern Territory,2025-03-01
5367994,Unknown,Medium,Western Australia,2025-03-01
3957304,Unknown,High,South Australia,2025-03-01
4439194,Unknown,High,Queensland,2025-03-01
3064304,Unknown,High,Tasmania,2025-03-02
5654894,Unknown,High,Tasmania,2025-03-02
2401404,Unknown,Medium,New South Wales,2025-03-02
6901804,Unknown,Medium,Northern Territory,2025-03-02
6040504,Unknown,Medium,Queensland,2025-03-02
2819404,Unknown,Medium,Tasmania,2025-03-02
9443504,Unknown,Medium,New South Wales,2025-03-02
673904,Unknown,High,Queensland,2025-03-02
605804,Unknown,Medium,Australian Capital Territory,2025-03-02
8750804,Unknown,Low,Queensland,2025-03-02
6390404,Unknown,Low,New South Wales,2025-03-02
1767194,Unknown,High,New South Wales,2025-03-02
8773904,Unknown,Medium,Victoria,2025-03-02
6571504,Unknown,High,New South Wales,2025-03-02
5464504,Female,Low,Tasmania,2025-03-02
528404,Unknown,Low,South Australia,2025-03-02
