Customer_ID,Age,Gender,Occupation,Income_Level,Location,City,Family_Size
2726404,22,Unknown,Machinery Operator,Low,New South Wales,Sydney,2
2726504,26,Unknown,Self-employed,High,Northern Territory,Darwin,6
2733794,22,Unknown,Sales Worker,Medium,Tasmania,Devonport,5
2734894,35,Unknown,Professional,High,New South Wales,Newcastle,1
2736404,28,Unknown,Service Worker,Low,New South Wales,Newcastle,4
2738404,38,Unknown,Professional,High,Australian Capital Territory,Canberra,3
2741804,32,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,5
2743504,31,Unknown,Community Worker,Medium,Victoria,Geelong,2
2744504,26,Unknown,Self-employed,High,Queensland,Brisbane,3
2745794,47,Unknown,Sales Worker,Medium,South Australia,Mount Gambier,1
2747094,58,Unknown,Laborer,Low,South Australia,Whyalla,4
2749894,25,Unknown,Service Worker,Low,Queensland,Gold Coast,5
2751904,35,Unknown,Self-employed,High,Western Australia,Fremantle,1
2753304,56,Unknown,Community Worker,Medium,South Australia,Whyalla,6
2753704,33,Unknown,Professional,High,Victoria,Geelong,4
2754804,54,Unknown,Machinery Operator,Low,Western Australia,Perth,4
2756194,28,Unknown,Manager,High,Tasmania,Launceston,2
2757204,21,Unknown,Machinery Operator,Low,South Australia,Adelaide,1
2758894,75,Male,Laborer,Low,Tasmania,Devonport,5
2764004,30,Unknown,Service Worker,Low,Western Australia,Fremantle,3
2764304,28,Unknown,Service Worker,Low,Victoria,Ballarat,4
2767704,28,Unknown,Professional,High,Queensland,Gold Coast,1
2769004,49,Unknown,Sales Worker,Medium,Victoria,Melbourne,2
2773904,30,Unknown,Sales Worker,Medium,Queensland,Cairns,5
2775704,63,Female,Community Worker,Medium,South Australia,Mount Gambier,2
2776894,24,Female,Self-employed,High,Queensland,Brisbane,5
2778704,32,Unknown,Professional,High,Tasmania,Hobart,3
2779404,26,Unknown,Laborer,Low,Western Australia,Fremantle,6
2779894,24,Unknown,Clerical Worker,Medium,Victoria,Ballarat,5
2784404,43,Unknown,Community Worker,Medium,New South Wales,Wollongong,2
2791704,26,Unknown,Sales Worker,Medium,South Australia,Whyalla,6
2794804,33,Unknown,Sales Worker,Medium,New South Wales,Sydney,6
2796404,55,Unknown,Self-employed,High,Queensland,Brisbane,1
2796804,29,Unknown,Self-employed,High,Tasmania,Hobart,5
2801604,21,Unknown,Service Worker,Low,Queensland,Cairns,3
2801994,69,Male,Clerical Worker,Medium,Western Australia,Bunbury,6
2803194,40,Unknown,Self-employed,High,Queensland,Cairns,2
2806804,27,Unknown,Clerical Worker,Medium,South Australia,Whyalla,5
2810504,27,Unknown,Community Worker,Medium,Tasmania,Devonport,2
2811094,37,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,2
2813994,56,Female,Laborer,Low,New South Wales,Sydney,6
2816304,37,Unknown,Technician,Medium,South Australia,Whyalla,5
2816404,30,Unknown,Professional,High,South Australia,Whyalla,6
2819304,32,Female,Manager,High,Victoria,Melbourne,3
2819404,23,Unknown,Technician,Medium,Tasmania,Hobart,4
2819804,29,Unknown,Manager,High,Queensland,Cairns,3
2823894,32,Unknown,Sales Worker,Medium,Victoria,Ballarat,6
2824894,23,Unknown,Service Worker,Low,South Australia,Adelaide,1
2829194,21,Unknown,Self-employed,High,Northern Territory,Darwin,6
2829894,26,Female,Technician,Medium,Victoria,Ballarat,3
2831204,28,Unknown,Service Worker,Low,New South Wales,Wollongong,3
2831604,28,Unknown,Clerical Worker,Medium,Victoria,Geelong,5
2832104,56,Unknown,Technician,Medium,Victoria,Geelong,5
2832704,48,Unknown,Machinery Operator,Low,Western Australia,Fremantle,4
2833894,23,Unknown,Laborer,Low,Western Australia,Perth,1
2836404,23,Unknown,Community Worker,Medium,Tasmania,Devonport,6
2837004,30,Unknown,Sales Worker,Medium,Victoria,Ballarat,2
2838804,33,Unknown,Clerical Worker,Medium,Queensland,Brisbane,4
2841104,51,Unknown,Professional,High,Queensland,Brisbane,6
2843094,30,Unknown,Clerical Worker,Medium,Western Australia,Perth,5
2845194,43,Unknown,Technician,Medium,Australian Capital Territory,Canberra,5
2850304,37,Unknown,Community Worker,Medium,New South Wales,Wollongong,6
2851204,39,Unknown,Community Worker,Medium,South Australia,Whyalla,6
2853094,33,Unknown,Manager,High,Tasmania,Devonport,6
2853304,31,Unknown,Self-employed,High,Tasmania,Hobart,1
2853404,35,Unknown,Machinery Operator,Low,Western Australia,Bunbury,5
2855894,45,Unknown,Professional,High,New South Wales,Wollongong,6
2856504,23,Unknown,Technician,Medium,South Australia,Adelaide,3
2861204,22,Unknown,Professional,High,Western Australia,Perth,4
2862604,29,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,4
2863704,30,Unknown,Service Worker,Low,Northern Territory,Alice Springs,4
2866194,43,Unknown,Sales Worker,Medium,South Australia,Whyalla,4
2866504,25,Unknown,Professional,High,Australian Capital Territory,Canberra,4
2872504,57,Unknown,Self-employed,High,Australian Capital Territory,Canberra,4
2873404,23,Unknown,Service Worker,Low,Victoria,Geelong,2
2875194,52,Unknown,Laborer,Low,Victoria,Ballarat,5
2875504,60,Male,Professional,High,Australian Capital Territory,Canberra,4
2877604,39,Unknown,Sales Worker,Medium,Victoria,Ballarat,3
2879794,47,Female,Machinery Operator,Low,Tasmania,Launceston,2
2881704,62,Unknown,Self-employed,High,Victoria,Ballarat,1
2885694,21,Unknown,Technician,Medium,Australian Capital Territory,Canberra,4
2890704,42,Unknown,Manager,High,Tasmania,Devonport,6
2890804,36,Unknown,Clerical Worker,Medium,South Australia,Mount Gambier,1
2893504,41,Female,Professional,High,Western Australia,Fremantle,1
2896604,26,Unknown,Sales Worker,Medium,Queensland,Cairns,1
2898004,36,Unknown,Self-employed,High,Northern Territory,Katherine,4
2903404,47,Unknown,Sales Worker,Medium,Victoria,Ballarat,1
2905894,24,Unknown,Professional,High,South Australia,Adelaide,4
2909404,31,Female,Sales Worker,Medium,Australian Capital Territory,Canberra,5
2912094,27,Unknown,Clerical Worker,Medium,Queensland,Gold Coast,3
2916304,29,Unknown,Laborer,Low,Australian Capital Territory,Canberra,6
2917704,31,Unknown,Professional,High,Victoria,Geelong,2
2922904,52,Unknown,Sales Worker,Medium,New South Wales,Newcastle,4
2927694,26,Female,Service Worker,Low,South Australia,Whyalla,3
2927804,36,Unknown,Sales Worker,Medium,Western Australia,Bunbury,5
2929304,21,Unknown,Clerical Worker,Medium,Queensland,Cairns,4
2932104,50,Unknown,Sales Worker,Medium,Northern Territory,Katherine,3
2935404,30,Unknown,Self-employed,High,South Australia,Mount Gambier,5
2937794,70,Unknown,Technician,Medium,Northern Territory,Katherine,3
2952404,48,Male,Laborer,Low,Tasmania,Devonport,5
2954504,46,Unknown,Professional,High,Australian Capital Territory,Canberra,4
2956504,64,Unknown,Laborer,Low,Australian Capital Territory,Canberra,2
2957994,67,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,5
2958804,58,Unknown,Clerical Worker,Medium,New South Wales,Newcastle,5
2962504,39,Unknown,Laborer,Low,Western Australia,Perth,2
2968004,39,Unknown,Laborer,Low,Australian Capital Territory,Canberra,4
2969404,19,Unknown,Laborer,Low,Australian Capital Territory,Canberra,5
2971004,38,Unknown,Laborer,Low,Western Australia,Perth,1
2974504,39,Male,Machinery Operator,Low,Queensland,Gold Coast,3
2982994,65,Unknown,Manager,High,Queensland,Brisbane,5
2983404,28,Unknown,Manager,High,Australian Capital Territory,Canberra,2
2986404,18,Unknown,Machinery Operator,Low,Australian Capital Territory,Canberra,1
2987104,22,Unknown,Community Worker,Medium,Queensland,Brisbane,1
2992704,52,Unknown,Manager,High,Australian Capital Territory,Canberra,4
2993504,35,Unknown,Technician,Medium,New South Wales,Sydney,5
2994894,29,Unknown,Machinery Operator,Low,Australian Capital Territory,Canberra,1
2999794,41,Unknown,Technician,Medium,Western Australia,Perth,2
3001404,41,Unknown,Service Worker,Low,New South Wales,Newcastle,3
3007804,72,Unknown,Self-employed,High,Northern Territory,Katherine,1
3008194,49,Unknown,Self-employed,High,Australian Capital Territory,Canberra,2
3009004,36,Unknown,Self-employed,High,Western Australia,Fremantle,3
3009994,26,Female,Self-employed,High,Tasmania,Launceston,4
3014204,34,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,5
3014404,25,Unknown,Professional,High,Queensland,Cairns,5
3017304,34,Unknown,Sales Worker,Medium,Victoria,Geelong,4
3017804,37,Unknown,Technician,Medium,Northern Territory,Katherine,5
3019994,67,Unknown,Technician,Medium,Australian Capital Territory,Canberra,5
3020804,44,Female,Community Worker,Medium,South Australia,Whyalla,5
3024604,34,Male,Manager,High,Northern Territory,Katherine,2
3024704,32,Unknown,Laborer,Low,Northern Territory,Alice Springs,3
3025694,61,Unknown,Machinery Operator,Low,Queensland,Cairns,3
3027904,31,Unknown,Professional,High,Tasmania,Devonport,2
3029504,42,Unknown,Clerical Worker,Medium,New South Wales,Sydney,2
3029804,31,Unknown,Self-employed,High,Western Australia,Fremantle,4
3031304,65,Female,Machinery Operator,Low,Tasmania,Devonport,2
3033504,43,Unknown,Service Worker,Low,Western Australia,Bunbury,3
3036804,28,Unknown,Service Worker,Low,Western Australia,Fremantle,2
3042704,66,Unknown,Self-employed,High,Tasmania,Hobart,2
3043894,43,Unknown,Sales Worker,Medium,New South Wales,Wollongong,4
3044804,38,Unknown,Machinery Operator,Low,South Australia,Mount Gambier,4
3045304,42,Female,Laborer,Low,South Australia,Mount Gambier,2
3045994,79,Unknown,Technician,Medium,New South Wales,Wollongong,5
3046004,20,Unknown,Technician,Medium,Northern Territory,Darwin,5
3047004,48,Unknown,Clerical Worker,Medium,Queensland,Gold Coast,1
3049404,30,Unknown,Technician,Medium,Tasmania,Launceston,5
3052004,25,Unknown,Service Worker,Low,Western Australia,Bunbury,2
3056004,20,Unknown,Sales Worker,Medium,New South Wales,Newcastle,5
3056104,22,Female,Clerical Worker,Medium,Tasmania,Hobart,2
3057004,35,Unknown,Manager,High,South Australia,Adelaide,3
3057794,28,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,4
3057994,50,Unknown,Laborer,Low,New South Wales,Sydney,2
3058604,65,Female,Sales Worker,Medium,New South Wales,Sydney,4
3059404,49,Unknown,Laborer,Low,Australian Capital Territory,Canberra,6
3062004,56,Unknown,Technician,Medium,Australian Capital Territory,Canberra,6
3063004,31,Unknown,Clerical Worker,Medium,Northern Territory,Alice Springs,6
3064304,27,Unknown,Professional,High,Tasmania,Hobart,3
3067204,25,Unknown,Clerical Worker,Medium,Western Australia,Bunbury,1
3069104,25,Unknown,Technician,Medium,Queensland,Gold Coast,5
3070094,38,Unknown,Service Worker,Low,Western Australia,Bunbury,6
3070404,49,Unknown,Service Worker,Low,Northern Territory,Darwin,1
3074304,40,Unknown,Community Worker,Medium,New South Wales,Newcastle,1
3081504,50,Unknown,Laborer,Low,Tasmania,Launceston,6
3083704,20,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,6
3089794,24,Unknown,Community Worker,Medium,Tasmania,Devonport,6
3090804,42,Unknown,Laborer,Low,New South Wales,Newcastle,6
3097194,31,Unknown,Manager,High,Tasmania,Devonport,4
3101994,61,Female,Professional,High,Northern Territory,Katherine,1
3105504,41,Unknown,Manager,High,Western Australia,Bunbury,3
3109104,30,Unknown,Technician,Medium,Victoria,Melbourne,4
3110504,45,Unknown,Clerical Worker,Medium,South Australia,Whyalla,2
3116804,48,Unknown,Clerical Worker,Medium,Northern Territory,Katherine,6
3119404,72,Unknown,Technician,Medium,Queensland,Brisbane,1
3119994,45,Unknown,Technician,Medium,Tasmania,Devonport,4
3126304,23,Unknown,Service Worker,Low,Victoria,Geelong,5
3127004,31,Unknown,Community Worker,Medium,Western Australia,Bunbury,1
3130804,60,Unknown,Service Worker,Low,South Australia,Adelaide,3
3133094,62,Unknown,Manager,High,Victoria,Melbourne,1
3135404,60,Unknown,Self-employed,High,Queensland,Brisbane,4
3140194,21,Unknown,Machinery Operator,Low,Australian Capital Territory,Canberra,6
3141504,36,Unknown,Service Worker,Low,Victoria,Ballarat,2
3143094,59,Male,Self-employed,High,Tasmania,Hobart,6
3147794,27,Unknown,Service Worker,Low,Western Australia,Perth,5
3148404,20,Unknown,Manager,High,Western Australia,Perth,3
3152994,22,Unknown,Technician,Medium,Queensland,Gold Coast,6
3164004,84,Unknown,Laborer,Low,New South Wales,Newcastle,6
3166094,42,Unknown,Community Worker,Medium,South Australia,Adelaide,5
3169404,38,Unknown,Machinery Operator,Low,Tasmania,Devonport,3
3173504,45,Unknown,Laborer,Low,Queensland,Gold Coast,2
3174304,68,Unknown,Clerical Worker,Medium,Queensland,Gold Coast,5
3176194,36,Unknown,Sales Worker,Medium,Northern Territory,Alice Springs,5
3178704,31,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,3
3183994,22,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,2
3187194,54,Unknown,Technician,Medium,Australian Capital Territory,Canberra,2
3190604,29,Unknown,Clerical Worker,Medium,Western Australia,Perth,2
3190804,30,Unknown,Manager,High,South Australia,Adelaide,2
3193204,32,Unknown,Self-employed,High,South Australia,Mount Gambier,6
3193504,33,Male,Laborer,Low,Western Australia,Fremantle,6
3194804,35,Unknown,Laborer,Low,Western Australia,Fremantle,4
3198404,30,Unknown,Professional,High,South Australia,Whyalla,5
3200904,29,Unknown,Technician,Medium,South Australia,Mount Gambier,1
3202194,34,Unknown,Manager,High,Australian Capital Territory,Canberra,6
3207704,22,Unknown,Sales Worker,Medium,South Australia,Whyalla,2
3209504,55,Female,Manager,High,Victoria,Ballarat,5
3214404,50,Unknown,Machinery Operator,Low,Victoria,Geelong,5
3217804,26,Unknown,Self-employed,High,Western Australia,Fremantle,3
3219994,62,Unknown,Sales Worker,Medium,Northern Territory,Darwin,6
3220804,43,Unknown,Professional,High,Queensland,Gold Coast,4
3222804,26,Unknown,Professional,High,Northern Territory,Katherine,6
3233094,52,Unknown,Laborer,Low,Western Australia,Bunbury,3
3233504,35,Unknown,Community Worker,Medium,New South Wales,Wollongong,2
3236404,27,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,3
3238804,39,Unknown,Technician,Medium,Tasmania,Launceston,1
3241904,36,Unknown,Manager,High,Tasmania,Hobart,1
3243794,32,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,2
3245894,32,Unknown,Laborer,Low,Western Australia,Bunbury,1
3246804,31,Unknown,Manager,High,Western Australia,Bunbury,1
3247794,24,Unknown,Laborer,Low,Tasmania,Hobart,6
3248194,32,Unknown,Laborer,Low,Tasmania,Launceston,4
3248304,21,Unknown,Service Worker,Low,Western Australia,Bunbury,1
3249404,57,Unknown,Manager,High,New South Wales,Wollongong,1
3252604,30,Unknown,Machinery Operator,Low,Western Australia,Perth,4
3252804,69,Unknown,Community Worker,Medium,Western Australia,Fremantle,3
3254004,48,Unknown,Clerical Worker,Medium,South Australia,Mount Gambier,4
3255304,21,Unknown,Clerical Worker,Medium,Western Australia,Bunbury,1
3256804,43,Unknown,Machinery Operator,Low,Western Australia,Fremantle,1
3264004,29,Unknown,Manager,High,Northern Territory,Darwin,6
3264304,29,Unknown,Laborer,Low,Northern Territory,Katherine,1
3267304,34,Unknown,Community Worker,Medium,Tasmania,Devonport,4
3268504,48,Unknown,Service Worker,Low,Queensland,Brisbane,1
3270004,41,Unknown,Service Worker,Low,South Australia,Adelaide,4
3270994,39,Unknown,Technician,Medium,Victoria,Melbourne,3
3272604,38,Unknown,Service Worker,Low,Northern Territory,Alice Springs,2
3275504,40,Unknown,Laborer,Low,New South Wales,Newcastle,3
3276304,23,Unknown,Laborer,Low,Western Australia,Bunbury,5
3277994,27,Female,Service Worker,Low,Victoria,Melbourne,3
3278404,37,Unknown,Laborer,Low,Northern Territory,Alice Springs,2
3280094,38,Unknown,Machinery Operator,Low,Queensland,Cairns,3
3284504,27,Unknown,Self-employed,High,Victoria,Melbourne,3
3286894,30,Unknown,Clerical Worker,Medium,Victoria,Melbourne,4
3291704,28,Unknown,Sales Worker,Medium,Victoria,Melbourne,4
3292404,32,Unknown,Clerical Worker,Medium,Northern Territory,Alice Springs,5
3292994,51,Unknown,Self-employed,High,Tasmania,Devonport,2
3293204,51,Unknown,Community Worker,Medium,Western Australia,Bunbury,2
3296404,28,Unknown,Laborer,Low,Tasmania,Hobart,2
3297104,20,Unknown,Manager,High,New South Wales,Wollongong,1
3300804,23,Unknown,Machinery Operator,Low,Australian Capital Territory,Canberra,5
3302604,39,Unknown,Technician,Medium,Queensland,Gold Coast,6
3307804,43,Unknown,Laborer,Low,South Australia,Mount Gambier,3
3309994,71,Unknown,Service Worker,Low,Northern Territory,Darwin,5
3313804,32,Unknown,Professional,High,Tasmania,Launceston,3
3315804,55,Unknown,Technician,Medium,South Australia,Mount Gambier,4
3316194,44,Unknown,Manager,High,South Australia,Mount Gambier,2
3319004,25,Unknown,Professional,High,Queensland,Cairns,5
3319404,52,Unknown,Professional,High,Tasmania,Launceston,1
3319994,41,Female,Machinery Operator,Low,New South Wales,Wollongong,4
3322404,47,Unknown,Clerical Worker,Medium,Northern Territory,Katherine,1
3324504,22,Male,Professional,High,Western Australia,Perth,6
3325104,24,Unknown,Clerical Worker,Medium,Queensland,Cairns,5
3326804,74,Unknown,Laborer,Low,New South Wales,Newcastle,5
3333504,23,Unknown,Community Worker,Medium,South Australia,Adelaide,4
3334604,27,Unknown,Manager,High,Queensland,Cairns,3
3337304,30,Unknown,Clerical Worker,Medium,New South Wales,Wollongong,2
3338404,23,Unknown,Sales Worker,Medium,South Australia,Whyalla,5
3340194,19,Unknown,Technician,Medium,Victoria,Melbourne,6
3346504,55,Unknown,Manager,High,Australian Capital Territory,Canberra,6
3348504,25,Unknown,Technician,Medium,New South Wales,Newcastle,6
3351894,35,Unknown,Self-employed,High,Tasmania,Devonport,3
3352004,45,Unknown,Technician,Medium,Western Australia,Bunbury,5
3355404,29,Unknown,Clerical Worker,Medium,Queensland,Brisbane,5
3356404,33,Unknown,Sales Worker,Medium,Queensland,Cairns,4
3358094,35,Unknown,Laborer,Low,Western Australia,Bunbury,3
3364804,31,Unknown,Self-employed,High,South Australia,Adelaide,1
3370994,39,Unknown,Service Worker,Low,Tasmania,Launceston,2
3372904,27,Unknown,Machinery Operator,Low,New South Wales,Sydney,4
3373004,26,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,3
3374504,32,Unknown,Community Worker,Medium,Queensland,Brisbane,6
3374804,33,Unknown,Clerical Worker,Medium,New South Wales,Wollongong,2
3381704,36,Unknown,Service Worker,Low,Queensland,Cairns,4
3391194,27,Unknown,Clerical Worker,Medium,Queensland,Gold Coast,1
3396404,50,Unknown,Clerical Worker,Medium,Western Australia,Fremantle,4
3396704,26,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,3
3398404,48,Unknown,Sales Worker,Medium,Victoria,Geelong,2
3401404,23,Unknown,Manager,High,Tasmania,Launceston,2
3401604,54,Unknown,Machinery Operator,Low,Northern Territory,Katherine,1
3405194,42,Unknown,Machinery Operator,Low,Western Australia,Perth,5
3405304,52,Unknown,Self-employed,High,New South Wales,Newcastle,5
3405894,33,Unknown,Clerical Worker,Medium,Western Australia,Perth,5
3411094,50,Unknown,Sales Worker,Medium,Queensland,Gold Coast,4
3414904,32,Unknown,Self-employed,High,Western Australia,Perth,3
3417704,28,Unknown,Technician,Medium,New South Wales,Newcastle,1
3418404,38,Unknown,Machinery Operator,Low,South Australia,Mount Gambier,4
3420904,39,Unknown,Sales Worker,Medium,Victoria,Geelong,4
3422304,23,Unknown,Manager,High,Northern Territory,Darwin,1
3427904,38,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,3
3431104,34,Unknown,Service Worker,Low,Victoria,Melbourne,2
3437304,57,Unknown,Sales Worker,Medium,Northern Territory,Alice Springs,1
3440804,44,Unknown,Laborer,Low,New South Wales,Newcastle,2
3442894,57,Unknown,Self-employed,High,Australian Capital Territory,Canberra,1
3444894,59,Unknown,Laborer,Low,New South Wales,Wollongong,3
3446404,40,Female,Community Worker,Medium,Tasmania,Devonport,2
3449404,23,Unknown,Professional,High,New South Wales,Sydney,6
3456404,39,Unknown,Clerical Worker,Medium,Victoria,Geelong,6
3456504,23,Unknown,Self-employed,High,Victoria,Melbourne,1
3458094,61,Unknown,Service Worker,Low,South Australia,Whyalla,5
3462504,38,Unknown,Sales Worker,Medium,Queensland,Gold Coast,5
3470304,34,Unknown,Self-employed,High,Western Australia,Bunbury,4
3474504,19,Female,Manager,High,Tasmania,Devonport,3
3477604,30,Unknown,Machinery Operator,Low,New South Wales,Sydney,6
3482504,27,Unknown,Machinery Operator,Low,South Australia,Whyalla,4
3483504,36,Unknown,Manager,High,South Australia,Mount Gambier,4
3483704,35,Unknown,Machinery Operator,Low,Queensland,Gold Coast,3
3486804,32,Unknown,Professional,High,Australian Capital Territory,Canberra,4
3487404,37,Unknown,Technician,Medium,Australian Capital Territory,Canberra,4
3488704,27,Unknown,Clerical Worker,Medium,Western Australia,Bunbury,1
3489794,41,Unknown,Professional,High,Northern Territory,Katherine,1
3491704,70,Unknown,Technician,Medium,New South Wales,Sydney,6
3493604,43,Unknown,Technician,Medium,Queensland,Cairns,2
3496904,41,Unknown,Self-employed,High,South Australia,Adelaide,2
3497004,49,Unknown,Sales Worker,Medium,Queensland,Brisbane,6
3505894,32,Unknown,Machinery Operator,Low,Tasmania,Hobart,6
3509404,22,Unknown,Sales Worker,Medium,Tasmania,Devonport,3
3511094,27,Unknown,Professional,High,Western Australia,Fremantle,4
3513804,51,Unknown,Self-employed,High,South Australia,Adelaide,1
3516194,24,Unknown,Service Worker,Low,Western Australia,Perth,1
3519304,44,Male,Professional,High,Western Australia,Fremantle,1
3520804,46,Unknown,Clerical Worker,Medium,Western Australia,Perth,3
3521104,20,Unknown,Manager,High,Western Australia,Perth,1
3521304,47,Male,Laborer,Low,New South Wales,Wollongong,3
3522404,42,Unknown,Clerical Worker,Medium,Queensland,Brisbane,6
3532094,26,Female,Community Worker,Medium,Northern Territory,Darwin,2
3532804,30,Unknown,Community Worker,Medium,Victoria,Melbourne,1
3538704,24,Unknown,Manager,High,New South Wales,Sydney,1
3540804,33,Unknown,Professional,High,Tasmania,Launceston,5
3542004,40,Unknown,Community Worker,Medium,Queensland,Brisbane,6
3545194,40,Unknown,Manager,High,Australian Capital Territory,Canberra,2
3545304,29,Unknown,Sales Worker,Medium,Northern Territory,Darwin,3
3545404,29,Unknown,Service Worker,Low,Western Australia,Perth,3
3549104,20,Unknown,Technician,Medium,Victoria,Melbourne,4
3549894,77,Unknown,Clerical Worker,Medium,Tasmania,Launceston,3
3555404,28,Unknown,Machinery Operator,Low,South Australia,Adelaide,2
3556504,30,Unknown,Community Worker,Medium,Victoria,Geelong,2
3557304,29,Unknown,Sales Worker,Medium,Tasmania,Hobart,3
3557704,30,Unknown,Clerical Worker,Medium,New South Wales,Sydney,5
3562504,33,Unknown,Machinery Operator,Low,Northern Territory,Darwin,6
3570004,26,Unknown,Service Worker,Low,Queensland,Brisbane,1
3570304,40,Unknown,Community Worker,Medium,South Australia,Mount Gambier,6
3572894,18,Unknown,Laborer,Low,Tasmania,Launceston,6
3573194,25,Unknown,Sales Worker,Medium,New South Wales,Sydney,5
3580004,25,Unknown,Machinery Operator,Low,Victoria,Ballarat,5
3580894,24,Unknown,Technician,Medium,Queensland,Brisbane,2
3584504,44,Unknown,Sales Worker,Medium,Queensland,Cairns,5
3586304,42,Unknown,Clerical Worker,Medium,Western Australia,Perth,6
3588704,39,Unknown,Service Worker,Low,South Australia,Mount Gambier,1
3594404,32,Unknown,Community Worker,Medium,Western Australia,Bunbury,4
3598304,39,Female,Service Worker,Low,New South Wales,Sydney,6
3603404,33,Unknown,Clerical Worker,Medium,South Australia,Adelaide,1
3604104,39,Unknown,Technician,Medium,Tasmania,Launceston,2
3604504,41,Unknown,Clerical Worker,Medium,Northern Territory,Katherine,4
3609104,32,Unknown,Technician,Medium,Victoria,Ballarat,1
3609904,33,Unknown,Clerical Worker,Medium,Western Australia,Fremantle,3
3612704,35,Unknown,Clerical Worker,Medium,South Australia,Mount Gambier,6
3615794,28,Unknown,Machinery Operator,Low,Queensland,Brisbane,3
3619304,35,Unknown,Professional,High,Queensland,Gold Coast,4
3620804,53,Unknown,Laborer,Low,Victoria,Melbourne,2
3622004,25,Unknown,Professional,High,Queensland,Brisbane,2
3622104,46,Unknown,Community Worker,Medium,Victoria,Geelong,1
3633804,22,Unknown,Community Worker,Medium,South Australia,Adelaide,6
3636204,38,Unknown,Service Worker,Low,Tasmania,Hobart,3
3638194,33,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,5
3644004,45,Unknown,Clerical Worker,Medium,Victoria,Geelong,5
3644204,26,Unknown,Self-employed,High,Queensland,Brisbane,6
3645304,24,Unknown,Clerical Worker,Medium,Western Australia,Bunbury,5
3646204,24,Unknown,Community Worker,Medium,Tasmania,Devonport,6
3646404,28,Unknown,Manager,High,Northern Territory,Darwin,5
3649404,29,Unknown,Service Worker,Low,Tasmania,Launceston,5
3655304,20,Unknown,Sales Worker,Medium,Victoria,Geelong,6
3655404,20,Unknown,Sales Worker,Medium,Northern Territory,Alice Springs,2
3657204,32,Unknown,Sales Worker,Medium,Victoria,Melbourne,3
3658094,20,Unknown,Technician,Medium,Tasmania,Hobart,4
3659804,41,Unknown,Laborer,Low,Northern Territory,Darwin,5
3663004,57,Unknown,Technician,Medium,Queensland,Gold Coast,2
3673704,48,Unknown,Sales Worker,Medium,South Australia,Whyalla,5
3676894,22,Unknown,Laborer,Low,Australian Capital Territory,Canberra,6
3677404,51,Unknown,Technician,Medium,New South Wales,Sydney,4
3683404,28,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,4
3685694,72,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,3
3686404,27,Unknown,Manager,High,New South Wales,Wollongong,1
3688704,20,Unknown,Self-employed,High,New South Wales,Sydney,6
3691704,30,Unknown,Service Worker,Low,Victoria,Ballarat,2
3697704,32,Unknown,Machinery Operator,Low,Queensland,Gold Coast,2
3698004,22,Unknown,Self-employed,High,Australian Capital Territory,Canberra,6
3698504,24,Unknown,Service Worker,Low,New South Wales,Wollongong,2
3701804,26,Unknown,Technician,Medium,Victoria,Melbourne,5
3706504,36,Unknown,Service Worker,Low,Western Australia,Perth,5
3716404,40,Unknown,Self-employed,High,Australian Capital Territory,Canberra,1
3718504,21,Unknown,Sales Worker,Medium,Victoria,Ballarat,1
3721094,48,Unknown,Manager,High,Northern Territory,Katherine,3
3722304,52,Unknown,Technician,Medium,New South Wales,Wollongong,4
3724894,74,Unknown,Laborer,Low,Tasmania,Launceston,6
3727704,20,Female,Service Worker,Low,Queensland,Cairns,3
3730194,22,Unknown,Manager,High,Tasmania,Devonport,6
3732304,27,Unknown,Sales Worker,Medium,South Australia,Mount Gambier,4
3733504,50,Unknown,Machinery Operator,Low,Northern Territory,Katherine,4
3733794,88,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,3
3733804,63,Unknown,Machinery Operator,Low,Victoria,Melbourne,6
3737794,26,Unknown,Manager,High,Australian Capital Territory,Canberra,4
3742994,29,Unknown,Sales Worker,Medium,New South Wales,Wollongong,3
3743094,38,Unknown,Self-employed,High,Australian Capital Territory,Canberra,5
3743804,59,Unknown,Sales Worker,Medium,Northern Territory,Katherine,6
3744004,50,Unknown,Service Worker,Low,Victoria,Melbourne,2
3751904,34,Unknown,Technician,Medium,Victoria,Ballarat,3
3752604,30,Unknown,Machinery Operator,Low,Western Australia,Bunbury,1
3756904,57,Unknown,Professional,High,Northern Territory,Katherine,5
3759004,27,Unknown,Laborer,Low,Tasmania,Devonport,6
